time_in_2012,time_in_2013,time_in_2014,time_in_2015,AGE,GENDER,id
15050,12849,18439,15927,40,1,6458
13244,21600,21600,21600,35,1,6459
17841,17553,18226,18665,52,1,6460
14920,15245,15135,14721,42,1,6461
21326,21600,22045,21301,42,1,6462
21474,21715,22611,21984,42,1,6463
19617,19356,19559,19444,32,1,6464
14050,13226,14306,12939,32,-1,6465
11106,12236,10612,10325,40,1,6466
18719,19414,19539,18148,42,1,6467
12484,11556,11309,11297,37,1,6468
16901,14835,17321,15882,39,1,6469
15942,16198,15862,16875,37,1,6470
16390,15684,15375,15604,27,-1,6471
12387,13189,13281,12772,21,1,6472
14382,13567,12872,12987,21,1,6473
13508,14551,13113,12646,21,-1,6474
13063,13796,13443,12952,26,1,6475
15223,15478,16405,15232,47,1,6476
19240,19645,19740,19207,21,-1,6477
17244,16537,17594,16939,62,1,6478
15836,16659,17185,15729,21,1,6479
18758,17699,18429,17689,42,1,6480
19044,18363,18163,18967,17,-1,6481
16654,16360,17559,17782,23,-1,6482
16596,16698,18027,17960,37,1,6483
11241,12450,12940,12049,32,1,6484
22107,21600,22162,22909,37,-1,6485
15847,11998,21600,15691,55,1,6486
14639,15943,16072,14425,52,1,6487
21531,22265,20970,20992,32,1,6488
21547,21600,23424,17558,37,-1,6489
14896,13921,15013,14833,28,1,6490
14426,13938,13100,14489,42,1,6491
17807,18340,18050,18411,37,1,6492
12332,13379,13332,12354,42,1,6493
14682,12910,12695,13507,42,1,6494
10803,14793,18209,16763,45,1,6495
16885,16315,16677,15843,32,-1,6496
16577,16835,15322,16108,35,1,6497
12110,12899,11491,12993,46,1,6498
15762,17854,17799,18151,18,1,6499
13936,15178,20204,15445,45,1,6500
17381,18124,17873,16728,32,-1,6501
14791,14386,16467,16932,38,-1,6502
30211,22208,13840,21534,28,1,6503
19438,20789,19129,20226,52,1,6504
18367,17941,16981,17924,37,-1,6505
14091,15308,15825,15015,56,1,6506
18061,16683,17022,17510,57,1,6507
16605,14535,15800,19951,32,-1,6508
23086,22392,23366,22288,21,-1,6509
14355,14046,14318,15437,47,1,6510
12142,13100,13160,13977,23,1,6511
19152,19554,15563,21600,52,1,6512
17094,16099,16548,16498,32,-1,6513
16382,16920,15660,15510,44,-1,6514
18504,17395,18095,17975,62,1,6515
18452,28832,14542,13568,26,-1,6516
18499,17806,19229,18925,21,1,6517
14859,14108,14067,13640,37,1,6518
17304,17877,22174,21600,51,1,6519
25833,25245,25499,25750,32,-1,6520
13166,12662,16025,13753,56,1,6521
13956,16102,17510,14926,24,1,6522
13394,13340,14212,13166,43,1,6523
25451,24535,24004,24300,37,-1,6524
17987,17016,17942,17683,37,1,6525
14359,12921,13865,13760,42,-1,6526
15401,16341,15595,16351,32,-1,6527
12980,13049,11840,11929,47,1,6528
13658,13616,13095,13418,60,1,6529
15624,15063,15974,15157,16,1,6530
23111,23389,23876,22774,55,1,6531
12548,16799,15610,18492,37,1,6532
18310,18768,24816,21810,28,-1,6533
15068,16063,15131,15200,27,1,6534
15538,16986,16210,16604,44,1,6535
15963,16052,16147,16039,46,-1,6536
11916,21600,16246,16097,29,1,6537
14501,18663,15890,16235,60,1,6538
16977,18271,18627,18111,37,1,6539
15589,16537,16575,16676,42,1,6540
21810,22091,21215,22066,57,1,6541
18527,17806,18230,17845,47,1,6542
12404,12461,13375,13849,37,1,6543
14872,16077,19913,16502,40,-1,6544
17233,17537,17652,18045,21,-1,6545
13945,14163,13546,12868,52,1,6546
18624,25584,17232,21523,24,-1,6547
14691,13435,14070,14176,37,1,6548
18696,20038,19438,19979,32,-1,6549
11112,11512,11625,10694,32,1,6550
23888,22856,24164,23639,21,1,6551
17616,17241,18242,18662,57,1,6552
16789,13292,19205,17009,42,1,6553
15213,14700,14848,15211,34,1,6554
23858,24484,22821,23333,57,-1,6555
12460,12792,13157,11931,42,1,6556
13880,13438,14280,13943,44,1,6557
16682,16122,16427,17589,27,1,6558
26696,25457,26373,25891,32,-1,6559
10049,11036,11639,10949,42,1,6560
17808,18239,18155,18468,26,-1,6561
22596,21673,21152,22700,32,-1,6562
13231,14117,14031,12849,56,1,6563
18919,15610,17861,22288,58,1,6564
13038,12312,17627,19294,39,1,6565
18549,18795,17968,18344,27,-1,6566
17798,17239,17317,16809,21,1,6567
14430,15384,14722,14604,21,1,6568
11988,14794,12637,12137,27,1,6569
28591,28443,28002,27502,57,1,6570
12149,12972,13652,13289,37,1,6571
12101,15167,11440,12013,34,1,6572
21200,19541,20325,20051,75,1,6573
19823,19243,19667,19440,42,1,6574
15923,16446,15910,17080,57,1,6575
19167,17526,17369,16662,45,-1,6576
20532,21123,19805,20400,70,1,6577
13038,13227,12228,13406,27,1,6578
16071,14667,16297,15032,57,1,6579
15596,18657,16204,17814,34,-1,6580
14162,12976,18179,13065,52,1,6581
18962,19451,17787,19280,32,1,6582
17422,17726,18177,18796,44,1,6583
21222,21224,20865,22150,52,-1,6584
19273,17533,17729,18110,42,1,6585
13748,15147,21600,21600,44,1,6586
15404,14574,19714,15993,40,-1,6587
14053,12988,12651,13800,57,1,6588
10959,10630,11828,10490,57,1,6589
18198,19615,18842,19242,32,1,6590
13944,14075,13023,12616,33,-1,6591
14732,13632,13676,14770,37,1,6592
24500,23562,23325,24081,21,-1,6593
16654,19113,20186,19674,32,1,6594
10685,21600,15112,14939,47,1,6595
14890,16100,15096,15348,36,-1,6596
14007,14525,13644,14261,21,1,6597
16581,15336,19550,16725,34,-1,6598
19429,18983,19622,19625,52,1,6599
14807,13904,21600,15137,44,1,6600
14509,18774,15026,14807,25,-1,6601
16269,15647,16825,16852,21,-1,6602
18762,21600,13959,18418,27,1,6603
17448,18535,17842,18000,32,1,6604
15624,14493,15293,15219,37,1,6605
15330,14997,15641,15213,42,1,6606
16829,17678,17798,15094,32,1,6607
19009,18360,18445,18700,21,1,6608
15042,15045,15352,14700,27,-1,6609
19504,19940,19568,19096,57,1,6610
12309,12500,12000,12747,59,1,6611
12825,12357,12069,13761,46,1,6612
19682,21163,22415,20506,65,1,6613
14395,17214,13996,13308,59,1,6614
13818,14521,14704,15286,44,1,6615
14588,14195,15132,16202,35,1,6616
17508,18817,18073,18500,32,1,6617
14534,14125,14682,14816,52,1,6618
17219,16758,18168,16310,40,1,6619
23876,24584,23923,23375,32,1,6620
17951,18989,17699,17778,21,1,6621
14743,14372,13742,13588,47,1,6622
17519,17266,18039,18599,32,-1,6623
16097,17150,17322,16752,32,1,6624
16405,16100,17316,16573,21,-1,6625
13123,13049,13243,13485,52,1,6626
21931,21463,21780,22636,23,-1,6627
18766,18655,19376,18916,57,1,6628
14869,15790,14906,15685,32,-1,6629
19390,19163,19329,20216,37,1,6630
24222,24151,24682,25384,47,1,6631
19831,17235,22058,19542,30,-1,6632
14736,16086,15133,15286,27,1,6633
19238,17796,21600,19102,47,-1,6634
20999,21887,21531,22073,42,1,6635
14912,14910,17393,17508,38,1,6636
14532,14956,18623,11638,8,1,6637
15164,15922,16554,15752,33,1,6638
15562,17261,19181,16932,32,1,6639
23019,14223,18093,18035,36,1,6640
13836,16248,21600,15346,34,1,6641
16157,16418,15754,17767,53,1,6642
17310,13591,13475,15767,40,1,6643
10795,11273,11866,11852,36,1,6644
18480,17626,20856,19516,41,-1,6645
13846,14876,14277,12298,33,1,6646
16716,15382,16477,19746,56,1,6647
16001,16920,16068,16977,46,1,6648
13644,12445,12763,13143,52,1,6649
12956,13496,12602,12792,42,1,6650
12663,13002,11549,12036,27,1,6651
13583,13383,14214,12608,47,1,6652
14230,14350,13873,13933,21,-1,6653
15856,24353,17412,21600,32,-1,6654
14910,17026,15332,16903,42,-1,6655
22047,21209,21134,21600,21,1,6656
20976,20225,20569,20475,21,1,6657
17236,16699,17412,17051,34,1,6658
16219,15369,14652,14711,27,1,6659
13185,13242,13789,14175,37,1,6660
17543,16843,17473,17911,52,1,6661
14665,14935,15819,13947,39,-1,6662
13904,13805,15032,15082,21,1,6663
16403,16825,17777,16677,27,1,6664
13741,12723,17646,14976,27,1,6665
12861,14051,12621,13531,44,1,6666
18114,17135,16567,18005,37,1,6667
15281,17325,19074,14238,41,1,6668
17313,19455,17850,19939,54,-1,6669
15676,15444,15498,16864,52,1,6670
17053,16628,17013,16466,32,-1,6671
14921,13765,15290,14414,47,-1,6672
21743,22543,20998,21605,27,-1,6673
11904,13038,13271,12162,27,1,6674
20491,20804,20049,19652,41,-1,6675
20570,19841,21710,21464,47,-1,6676
18263,19756,19059,18730,47,1,6677
14327,14783,15581,14988,25,1,6678
13456,15483,19303,15888,60,1,6679
14394,14271,13991,15168,52,-1,6680
15997,16493,15206,15740,52,1,6681
17597,17376,17599,17240,21,1,6682
18865,19096,19555,18354,27,1,6683
17399,16068,15132,15740,10,1,6684
16110,18194,17980,21090,35,-1,6685
13918,12809,12164,13229,21,-1,6686
14138,16981,17775,15610,53,1,6687
15967,14515,15360,13213,32,1,6688
15875,15590,16190,17073,27,1,6689
13122,13876,13717,12823,43,1,6690
19400,19182,18365,18231,27,1,6691
17242,21600,18174,14125,40,-1,6692
13561,13437,13897,12632,37,1,6693
19444,19942,19115,18483,21,-1,6694
13521,14890,15156,14384,22,1,6695
23630,22615,23417,22998,42,1,6696
16882,13840,19050,17639,42,1,6697
14501,15253,14051,15200,42,-1,6698
17716,18882,17907,18366,32,1,6699
12512,11427,11423,12514,36,-1,6700
9535,10834,9900,10671,34,1,6701
16312,14993,15583,16066,37,1,6702
16937,14307,18645,15447,34,1,6703
16083,16288,16811,15464,37,1,6704
14841,15147,14067,15729,16,1,6705
14082,15386,14961,14124,51,1,6706
19964,20606,19445,20650,32,-1,6707
21946,21066,21787,22114,57,1,6708
17255,15664,17004,16358,51,1,6709
11462,11679,11433,12156,52,1,6710
13965,13170,13773,13889,25,-1,6711
14460,15285,15679,16196,37,1,6712
12978,21600,15922,21600,47,1,6713
15194,13983,17482,15143,26,1,6714
18201,16415,16818,17477,55,1,6715
15170,15219,15729,14895,42,1,6716
23316,21452,25325,23166,27,1,6717
11166,11700,11966,11620,32,1,6718
19387,18657,19333,18848,57,1,6719
20576,19493,20431,19176,42,1,6720
16368,16662,16227,16610,42,-1,6721
20266,19711,21129,20077,32,1,6722
15800,17658,15598,15678,34,-1,6723
15393,15814,16026,15218,37,1,6724
13650,15413,15269,14892,35,1,6725
15976,15775,15453,16107,47,1,6726
15598,15560,18465,14947,26,-1,6727
15335,14622,15269,15709,52,1,6728
16924,17611,17428,16445,21,1,6729
12715,12230,13350,12482,32,1,6730
14873,13547,15389,14282,37,1,6731
16859,18036,19094,18025,43,-1,6732
18276,19259,17877,17690,57,1,6733
11994,12447,11491,11755,26,1,6734
14588,14786,14640,15452,27,1,6735
23456,23161,19923,25244,47,-1,6736
17670,16942,17806,17591,67,1,6737
13795,15323,15271,14412,42,-1,6738
14282,15106,14879,15922,44,-1,6739
14157,13884,13781,20189,28,1,6740
12646,16718,11919,12215,41,1,6741
21113,22077,20819,21943,32,1,6742
17586,16652,16479,17463,52,1,6743
15063,15086,15000,16132,32,1,6744
20834,22034,21006,21596,42,1,6745
12813,11857,13013,12375,32,1,6746
16820,17790,21600,18562,47,-1,6747
18679,19088,18584,18379,24,1,6748
19778,19269,18980,19880,27,1,6749
11381,12129,10956,11919,42,1,6750
15270,14504,13817,14851,54,1,6751
15824,19282,19641,21600,57,1,6752
14060,13049,12705,14566,36,1,6753
15828,15048,15473,14325,49,1,6754
15270,14450,15902,14207,54,1,6755
25328,25164,24183,24175,42,1,6756
13257,14875,14828,14207,37,-1,6757
15824,15896,15102,16652,57,1,6758
21630,21971,21162,21307,47,1,6759
18142,18745,18123,18694,37,1,6760
17443,21600,12725,16172,35,1,6761
11285,16501,14510,14048,46,1,6762
20756,20723,20876,21600,47,1,6763
15344,13980,14337,14345,57,1,6764
13464,13871,17510,11233,36,1,6765
16389,16235,15390,15244,47,1,6766
15692,17300,17765,15722,38,1,6767
15574,13348,15467,16536,36,1,6768
23856,23487,23415,22652,27,1,6769
13843,13764,16944,15323,55,1,6770
13626,12979,14557,14604,32,1,6771
24350,23693,25080,25352,52,1,6772
15676,16205,15977,16401,37,-1,6773
14272,16225,17002,14164,51,1,6774
23734,23487,24868,23737,67,-1,6775
14514,10842,16250,18924,40,-1,6776
14235,15482,15688,14675,37,1,6777
19793,20003,19497,20729,34,-1,6778
19480,17636,22010,19292,34,-1,6779
16494,17536,17276,16496,21,1,6780
18011,17844,17140,17132,42,1,6781
14673,14216,16703,14101,34,1,6782
11768,11276,14171,11665,34,1,6783
15849,17107,17598,16759,42,-1,6784
20064,20775,19333,18861,32,1,6785
20086,19210,20074,19683,47,1,6786
13719,12686,12765,13462,37,1,6787
17379,17892,17024,16233,21,-1,6788
14284,15001,14193,13406,32,1,6789
14251,15890,13627,16711,53,1,6790
17555,13631,15017,15944,21,1,6791
16316,16472,16289,15511,50,1,6792
13702,13530,12679,12817,27,1,6793
11891,13871,12531,11674,36,1,6794
17885,16516,17928,16860,52,1,6795
16004,16667,15408,15733,41,1,6796
13117,12413,14516,12286,46,1,6797
14692,14004,14388,15700,54,-1,6798
14404,14512,14448,13264,47,1,6799
12766,12518,15815,19669,37,1,6800
21138,21022,20597,21738,57,-1,6801
13009,13919,15593,13134,44,1,6802
15057,15943,15979,15771,32,-1,6803
14722,15263,21600,18004,37,1,6804
16087,16851,15589,17021,37,1,6805
21340,21649,20469,20550,23,-1,6806
22929,22583,22481,21600,47,-1,6807
14792,14218,13669,13356,47,1,6808
14743,13929,14615,13813,42,-1,6809
13230,12259,11998,12299,27,1,6810
13457,13754,14452,15014,52,1,6811
16577,15626,15841,16795,21,1,6812
13648,12534,13244,12306,37,1,6813
13326,14946,14215,14685,51,-1,6814
14099,13368,14087,15005,32,1,6815
15167,17960,16580,15445,35,1,6816
14567,13406,14503,13820,32,1,6817
16862,17067,17952,17058,50,1,6818
11597,12030,10857,10404,42,1,6819
17137,18183,17663,17559,42,1,6820
13031,13442,14134,13826,48,1,6821
14332,14400,14336,13943,33,-1,6822
14081,14536,13120,12832,37,-1,6823
16821,17900,17399,16929,21,1,6824
17028,17916,16848,18222,27,-1,6825
17476,17415,18055,18138,32,1,6826
15067,12888,13386,14010,44,1,6827
12448,12295,11665,12857,36,1,6828
13047,14212,12867,12891,52,1,6829
15822,17097,18832,17200,35,1,6830
12644,12196,12555,11975,36,1,6831
16752,18392,17650,18617,37,1,6832
19997,20495,19832,18912,52,-1,6833
23030,23933,23003,22878,32,1,6834
15848,16282,16140,15495,47,1,6835
12050,11678,13286,13086,52,1,6836
16721,17072,17085,16845,37,1,6837
21910,21774,21982,20749,37,1,6838
20422,21181,20766,21416,47,1,6839
12412,13482,12620,13550,66,1,6840
17145,16168,16959,16459,21,1,6841
14677,13830,13756,13217,42,-1,6842
12567,11988,12649,11567,23,1,6843
20452,21977,21718,21600,62,1,6844
15807,15844,20617,18099,35,-1,6845
13826,21016,17085,16325,22,1,6846
19511,19014,20225,18443,42,1,6847
14057,14510,13723,14311,21,1,6848
17187,16892,16525,17663,32,1,6849
14049,13685,13946,13851,49,1,6850
18780,17681,17378,16792,32,-1,6851
14494,15366,14495,14221,27,-1,6852
12531,11935,20348,13434,36,1,6853
20021,20109,20569,20790,52,-1,6854
15742,16019,17869,16235,33,-1,6855
18911,19235,19327,18086,37,1,6856
16235,15375,15667,16587,47,1,6857
16564,15864,19341,16768,21,-1,6858
18957,19171,17854,17896,27,1,6859
26414,25265,26343,26009,47,1,6860
10886,11438,11525,11582,34,1,6861
18057,17642,17455,17130,41,1,6862
15544,17950,16764,15750,32,1,6863
16725,13574,17994,17729,46,1,6864
16765,16586,15914,17915,21,-1,6865
26858,27993,26197,27202,57,1,6866
14596,13197,14737,13775,47,1,6867
13518,12400,12619,12946,27,1,6868
18047,17954,17644,18086,21,1,6869
16220,16188,14902,15441,37,-1,6870
13175,15376,17474,15107,57,1,6871
14373,14877,13616,14513,42,-1,6872
16889,16880,19142,16535,20,1,6873
11728,11814,11270,12076,37,1,6874
15706,15256,14309,14016,42,1,6875
13146,12598,12871,13590,52,1,6876
13128,21600,21600,21600,47,-1,6877
19604,16307,21296,18155,42,-1,6878
15073,15501,14115,13860,21,1,6879
13074,14870,14119,14152,23,-1,6880
17158,20502,20860,21600,58,1,6881
15601,15903,16429,14752,21,1,6882
20158,20387,19215,19015,37,-1,6883
19011,20039,19641,19738,46,1,6884
17160,17703,16879,16255,52,1,6885
18617,18586,20277,19415,21,-1,6886
12776,13512,13387,13817,40,1,6887
14663,21600,21600,18156,27,1,6888
10711,10601,9694,10740,57,1,6889
13443,13882,12966,12448,37,-1,6890
16410,15394,16468,16698,27,1,6891
21309,21921,21465,21032,13,1,6892
13656,13116,14372,13337,75,1,6893
11361,10843,10780,10018,32,1,6894
16743,17252,16755,15760,32,1,6895
19193,18126,18954,18252,47,1,6896
15261,16563,18816,16574,36,-1,6897
15125,15854,14629,14390,47,-1,6898
18878,18895,18287,19520,16,-1,6899
11905,11580,10407,11241,44,1,6900
20666,20263,19849,21600,27,1,6901
16916,16104,17395,16445,47,1,6902
23637,23214,22462,23979,57,-1,6903
17940,17096,16418,16233,57,1,6904
18821,17458,22071,18292,52,-1,6905
11905,15143,17387,15440,25,1,6906
14011,12053,12802,16558,53,1,6907
18481,18187,19653,18447,27,-1,6908
17263,18129,18968,18205,16,1,6909
12999,13698,14027,13196,37,1,6910
15479,14933,13519,15066,35,1,6911
13151,13593,12686,14022,27,1,6912
16725,15010,16591,19416,30,-1,6913
17016,15946,15670,17120,42,1,6914
22086,21486,21059,21730,27,-1,6915
15961,15621,19072,15830,27,-1,6916
14005,13174,14669,14360,44,-1,6917
19190,19762,18805,19635,13,-1,6918
14317,13067,16316,21600,44,1,6919
14487,15177,15620,14513,32,1,6920
14125,13480,13626,13691,37,1,6921
15104,15437,15250,15388,47,-1,6922
22837,22775,22495,23489,37,-1,6923
11343,11440,12367,11802,35,-1,6924
14303,14556,13517,13806,41,1,6925
11158,21600,16924,17737,27,1,6926
12032,12517,12308,11243,29,1,6927
15437,14097,13885,15014,56,1,6928
12258,17448,21600,17765,56,1,6929
12785,12312,13342,12687,36,1,6930
13372,14141,12956,14176,21,1,6931
15185,18548,17779,12486,26,1,6932
14384,14779,15666,14759,42,1,6933
14552,14913,15066,13877,42,1,6934
16537,17157,16420,16551,42,1,6935
13324,12897,15112,12857,41,1,6936
11046,12528,10767,12088,46,1,6937
16014,16103,15708,16928,44,-1,6938
14860,15101,16549,16146,56,1,6939
15816,21600,21600,21600,38,1,6940
20674,19798,18157,22658,47,1,6941
14782,16005,18064,16486,57,1,6942
16166,15118,16689,16958,52,1,6943
20452,17831,21600,21600,27,-1,6944
20048,19243,20454,19033,57,1,6945
14137,14273,13747,13500,57,1,6946
14020,13636,13134,13091,52,1,6947
14200,13141,15297,14010,47,1,6948
17252,17707,17587,18048,47,1,6949
11227,10829,11787,11974,32,1,6950
13576,14597,15063,13578,34,1,6951
18254,17826,18131,18353,32,1,6952
15050,14901,16122,15412,44,1,6953
16005,14390,17162,21600,44,-1,6954
15790,16522,17329,17276,32,1,6955
11288,11308,11079,11620,27,1,6956
14088,11688,18281,10882,22,1,6957
12389,13439,13872,12763,42,1,6958
17080,15621,17646,16125,52,1,6959
11953,12644,13082,12577,21,-1,6960
18900,17616,18721,19201,37,1,6961
18547,22963,24303,26478,60,1,6962
14546,14103,16263,15299,37,1,6963
13962,13957,13910,15751,47,1,6964
20919,19966,20969,20600,52,1,6965
11874,12066,11972,12930,52,1,6966
16061,15279,14554,15766,27,-1,6967
18274,18398,18037,19409,37,1,6968
15327,20490,15168,13403,38,1,6969
13780,14421,14098,13017,37,1,6970
12021,12550,13498,13053,34,1,6971
16324,15125,15096,14817,13,1,6972
12234,16612,12531,11613,44,1,6973
12524,13198,13396,12043,20,1,6974
16549,13725,17974,21600,43,1,6975
25900,27218,26300,26346,36,-1,6976
19016,16340,20963,17747,41,-1,6977
15366,17822,16225,17240,27,-1,6978
13924,13873,14082,13351,52,1,6979
16207,15355,16621,15840,36,-1,6980
13534,14023,13570,13007,42,1,6981
11882,12694,11308,11960,27,1,6982
13751,12783,13232,14244,42,1,6983
17155,18871,17046,18221,27,-1,6984
13379,13431,13105,12979,27,1,6985
11809,11934,11488,11946,39,1,6986
12328,12901,12888,13282,32,1,6987
14247,19637,20459,18998,58,1,6988
21536,21162,21755,22420,27,1,6989
21406,20464,18912,22030,32,1,6990
11518,11563,11149,12016,27,1,6991
22267,22598,23169,23181,32,-1,6992
14043,13028,13790,14795,37,-1,6993
18725,19070,17871,17614,21,-1,6994
13398,12774,13520,12612,43,1,6995
13197,11765,12336,12390,26,-1,6996
18148,17579,18780,18254,47,1,6997
12087,12513,13365,12728,47,1,6998
15876,14726,14387,14889,26,1,6999
22606,23876,22928,23252,32,1,7000
14268,14078,12822,13127,36,1,7001
20387,21139,18728,17870,47,1,7002
14100,14165,14060,13636,37,1,7003
14545,14808,15979,13958,55,1,7004
14063,14668,14131,13221,47,1,7005
16083,19146,18103,20072,42,-1,7006
15122,14272,14097,14463,27,1,7007
16260,16668,15709,16107,32,1,7008
16708,17087,12585,21600,27,-1,7009
19249,16370,17683,17555,52,-1,7010
20798,19207,19613,18774,42,-1,7011
15868,15795,16062,16471,32,-1,7012
16284,21600,17336,17472,45,-1,7013
12956,18182,16572,17102,37,1,7014
15206,15644,16688,15840,27,1,7015
19220,17488,18117,18908,27,1,7016
14947,17003,18415,17705,44,-1,7017
18698,19266,18914,19084,56,1,7018
24442,23695,25400,24624,36,-1,7019
16425,16630,17275,16656,27,-1,7020
15432,15168,15807,15121,44,1,7021
20433,19830,20318,20551,42,-1,7022
15894,21600,20931,19199,55,-1,7023
17114,16854,16096,16869,52,1,7024
22826,22464,22430,22854,42,-1,7025
15924,15013,21600,14545,46,-1,7026
16312,15905,15550,15815,37,-1,7027
11813,13184,12638,13245,35,1,7028
17870,18918,18527,18192,47,1,7029
19284,19535,20004,19097,24,1,7030
15238,18200,17278,17096,64,1,7031
21336,19804,20525,20535,27,1,7032
8331,9394,9015,8241,32,1,7033
16774,17586,18303,17792,42,1,7034
15016,14440,15665,15353,47,1,7035
17020,16117,15741,15923,37,1,7036
17596,18251,18332,16717,32,1,7037
18572,17166,16128,19499,54,1,7038
13083,12460,13265,13421,47,1,7039
14730,17616,15459,15209,42,-1,7040
13709,14166,14281,13286,37,1,7041
9923,10118,9428,10182,44,1,7042
10933,11915,11839,12671,47,1,7043
13683,14516,14686,14615,27,1,7044
22456,23155,22948,23608,42,-1,7045
16124,16210,15691,15488,32,1,7046
20264,17338,21600,20627,50,1,7047
22713,22179,21600,22633,42,1,7048
16034,16741,16850,16237,62,1,7049
15666,15399,14960,16852,42,1,7050
14545,12707,15852,15299,36,1,7051
12622,13287,12783,13118,27,1,7052
14349,14513,15868,18129,57,1,7053
15752,14451,14533,14975,32,-1,7054
24274,24575,23822,23379,27,-1,7055
13836,14609,14750,14596,46,1,7056
14581,13317,14009,13670,21,-1,7057
15274,15333,18045,14347,40,1,7058
20877,20371,21620,21685,75,1,7059
14316,13878,14476,13659,32,-1,7060
16873,15606,15003,14576,33,-1,7061
14612,15250,14267,13787,32,1,7062
16830,15737,16842,15855,32,1,7063
20714,21105,21600,20489,32,1,7064
13809,13042,13974,12782,32,1,7065
19609,13249,21600,21600,27,1,7066
16862,16993,16549,16483,37,-1,7067
14433,13398,13811,13312,42,1,7068
13826,21600,18726,16878,52,1,7069
21625,21899,22143,21600,52,1,7070
17532,17000,18280,16930,27,-1,7071
13989,14527,13658,13852,21,1,7072
12438,12970,16226,13106,37,1,7073
13532,13977,14949,13820,34,1,7074
17172,16440,16485,16149,32,1,7075
11514,11590,12834,12294,37,1,7076
20082,20506,20172,19547,52,1,7077
17878,15760,18804,20084,47,1,7078
16380,15870,15593,15257,35,-1,7079
13288,13073,13956,12775,35,-1,7080
15524,15222,15311,15369,47,1,7081
20026,20050,20946,20913,42,-1,7082
15082,15978,16459,14651,29,1,7083
13096,17122,13110,12856,44,1,7084
13483,12825,13429,14291,54,-1,7085
13315,12345,11680,13455,52,1,7086
15906,18307,21600,16553,61,1,7087
15383,16565,15646,16773,27,-1,7088
15006,18436,19844,16890,35,-1,7089
17711,16957,16085,16552,32,1,7090
14719,14147,15706,14879,21,1,7091
16699,17467,18786,15853,53,1,7092
16949,17325,18168,17336,53,-1,7093
15284,13556,15843,13916,27,1,7094
15369,16234,16411,15373,27,1,7095
14687,14025,13688,14464,39,1,7096
12462,12921,11803,12638,52,1,7097
20988,22257,22032,21904,21,1,7098
13517,21600,14530,16447,31,-1,7099
18809,19137,20138,19749,44,-1,7100
18784,19634,19364,19559,56,1,7101
14519,21600,19817,17855,59,1,7102
22454,23643,22356,23150,54,-1,7103
13823,11605,14411,12263,32,1,7104
13606,18174,24754,18802,24,1,7105
19123,17992,18744,19376,27,1,7106
19032,19491,19359,17865,52,1,7107
19176,19315,18410,18881,27,1,7108
17503,16358,17074,17151,37,-1,7109
18346,18460,19391,19218,47,-1,7110
11139,11229,11310,11427,42,1,7111
15982,14572,15498,15439,32,1,7112
12968,11962,13198,12317,57,1,7113
12692,13204,11691,12143,37,-1,7114
23246,23259,22784,22107,27,1,7115
20439,19727,20336,20406,36,1,7116
15596,15496,14788,15920,52,1,7117
16636,16866,17838,16721,49,-1,7118
20838,20288,21206,20007,47,1,7119
16712,16038,16239,15471,27,1,7120
18716,18302,19498,18325,27,-1,7121
14303,12938,17550,14107,54,1,7122
12429,13901,14707,12669,43,1,7123
18595,19566,19011,17713,47,1,7124
15392,14625,14724,14059,52,1,7125
16362,15981,16123,17306,27,-1,7126
12831,14855,13839,13223,54,1,7127
17031,16103,14914,17589,28,1,7128
15704,14227,13462,16722,40,1,7129
14575,13425,13613,14436,42,1,7130
20430,21600,20513,21386,34,1,7131
14552,13471,12917,13100,32,1,7132
18696,20190,19143,19894,42,1,7133
17493,17264,16786,17342,52,1,7134
13294,14172,14987,13952,56,-1,7135
18633,19082,20084,23721,30,-1,7136
15990,15741,17203,16810,52,1,7137
16797,17229,16153,15688,21,1,7138
12697,12004,12940,13923,36,1,7139
20721,21503,21349,21696,32,1,7140
26536,27376,27396,26511,0,0,7141
14987,14281,15261,15120,37,1,7142
18034,18953,17367,18422,37,1,7143
19398,20464,19965,19624,47,1,7144
21598,21189,21847,21600,47,1,7145
13915,15023,14403,14337,57,1,7146
17957,17207,17370,17578,21,1,7147
17683,16490,16365,16973,32,-1,7148
12954,11809,11638,11801,35,1,7149
12313,18015,12101,20060,44,1,7150
17547,19565,22763,24782,43,-1,7151
17306,17002,17275,17377,42,1,7152
15006,15045,15590,15496,27,1,7153
21117,22650,22157,21166,52,1,7154
15746,14716,14321,16030,47,1,7155
16896,15613,16591,17121,21,1,7156
26753,25974,27275,27039,42,-1,7157
21730,21589,22854,22908,37,1,7158
12468,15651,12441,11492,39,1,7159
18393,19248,18717,17770,37,-1,7160
11196,12358,11369,12006,46,1,7161
17353,17213,17873,16409,32,1,7162
15558,17282,15958,17357,51,-1,7163
16887,13932,18580,20189,45,1,7164
21845,20696,18849,24364,37,-1,7165
13698,13501,12667,13952,47,1,7166
19040,18759,18747,18218,42,1,7167
16139,15961,16779,15534,42,1,7168
12830,15398,21600,21600,35,1,7169
18564,18886,19434,19344,46,1,7170
13574,12546,12419,13143,42,1,7171
15426,14406,14891,13975,52,-1,7172
18684,18962,18287,18168,36,-1,7173
15591,15309,15835,15983,32,1,7174
16711,17308,18009,16915,52,1,7175
14374,14654,14480,14018,27,1,7176
25255,25881,25474,24222,37,-1,7177
18915,17990,19149,19255,44,1,7178
12561,12331,11568,12044,32,1,7179
14967,14956,17138,16328,22,-1,7180
16992,13435,16324,16396,42,-1,7181
