Id,Gender,avg(Age),avg(AvgTime)
6919,M,42.8333,14753.666666666
6920,M,32.0000,14513.000000000
6921,M,37.0000,13802.500000000
6922,F,47.0000,15435.500000000
6923,F,37.0000,23489.000000000
6924,F,34.5455,12389.727272727
6925,M,40.7143,14121.000000000
6926,M,27.0000,14594.666666666
6927,M,28.0000,12281.000000000
6928,M,55.5000,15014.500000000
6929,M,57.0000,21600.000000000
6930,M,37.0000,14601.000000000
6931,M,21.0000,14176.000000000
6932,M,27.0000,18163.500000000
6933,M,42.0000,14384.000000000
6934,M,42.0000,13877.000000000
6935,M,41.6667,16550.666666666
6936,M,40.3333,15228.500000000
6937,M,47.0000,12088.000000000
6938,F,43.0000,16927.500000000
6939,M,56.2500,15342.500000000
6940,M,37.5000,20154.000000000
6941,M,47.0000,22658.000000000
6942,M,57.0000,16423.000000000
6943,M,52.0000,16166.000000000
6944,F,27.0000,19715.500000000
6945,M,57.0000,20454.000000000
6946,M,57.0000,14205.000000000
6947,M,52.0000,13091.000000000
6948,M,47.0000,14890.333333333
6949,M,47.0000,18048.000000000
6950,M,32.0000,11227.000000000
6951,M,33.0000,13576.500000000
6952,M,32.0000,18131.000000000
6953,M,42.0000,15384.000000000
6954,F,44.0000,18144.800000000
6955,M,32.0000,16522.000000000
6956,M,27.0000,11620.000000000
6957,M,22.0000,13617.000000000
6958,M,42.0000,12763.000000000
6959,M,50.8000,16835.000000000
6960,F,21.0000,12577.000000000
6961,M,37.0000,18721.000000000
6962,M,60.3333,23109.333333333
6963,M,37.0000,14626.000000000
6964,M,47.0000,15615.000000000
6965,M,52.0000,20969.000000000
6966,M,52.0000,12930.000000000
6967,F,27.0000,15766.000000000
6968,M,37.0000,18037.000000000
6969,M,38.6667,16477.666666666
6970,M,37.0000,13780.000000000
6971,M,32.0000,13466.000000000
6973,M,43.0000,13821.000000000
6974,M,21.0000,13198.000000000
6975,M,42.0000,17291.333333333
6976,F,35.5000,23768.000000000
6977,F,39.3333,18495.000000000
6978,F,40.5000,16594.000000000
6979,M,52.0000,14082.000000000
6980,F,35.5000,15840.500000000
6981,M,42.0000,13570.000000000
6982,M,27.0000,11960.000000000
6983,M,42.0000,13232.000000000
6984,F,27.0000,18221.000000000
6985,M,27.0000,13431.000000000
6986,M,42.0000,11946.000000000
6987,M,32.0000,12888.000000000
6988,M,57.2500,17151.250000000
6989,M,27.0000,22420.000000000
6990,M,32.0000,20471.000000000
6991,M,27.0000,12016.000000000
6992,F,32.0000,23169.000000000
6993,F,37.0000,13028.500000000
6994,F,21.0000,17614.000000000
6995,M,42.6667,13023.000000000
6996,F,25.5000,12276.000000000
6997,M,47.0000,17579.000000000
6998,M,47.0000,12229.333333333
6999,M,27.0000,16212.000000000
7000,M,32.0000,23252.000000000
7001,M,35.5000,13703.500000000
7002,M,47.0000,17870.000000000
7003,M,37.0000,14100.000000000
7004,M,53.3333,15979.000000000
7005,M,47.0000,14063.000000000
7006,F,42.0000,18077.500000000
7007,M,27.0000,15122.000000000
7008,M,32.0000,16107.000000000
7009,F,27.0000,18595.000000000
7010,F,52.0000,18289.333333333
7011,F,42.0000,19613.000000000
7012,F,32.0000,15844.000000000
7013,F,45.3333,18452.000000000
7014,M,37.0000,16440.000000000
7015,M,27.0000,15840.000000000
7016,M,27.0000,18117.000000000
7017,F,44.2500,16903.250000000
7018,M,57.0000,19084.000000000
7019,F,37.0000,24624.000000000
7020,F,27.0000,17275.000000000
7021,M,42.0000,15619.000000000
7022,F,42.0000,20551.000000000
7023,F,55.7500,21098.250000000
7024,M,52.0000,17114.000000000
7025,F,42.0000,22854.000000000
7026,F,45.5000,16542.750000000
7027,F,37.0000,15815.000000000
7028,M,34.6667,13542.333333333
7030,M,47.0000,14910.000000000
7031,M,63.3333,16225.666666666
7032,M,27.0000,20525.000000000
7033,M,32.0000,8331.000000000
7034,M,42.0000,17792.000000000
7035,M,47.0000,15016.333333333
7036,M,37.0000,15923.000000000
7038,M,52.0000,19499.000000000
7039,M,47.0000,13421.000000000
7040,F,42.0000,16355.250000000
7041,M,37.0000,14252.500000000
7042,M,42.0000,10247.000000000
7043,M,47.0000,11915.000000000
7044,M,27.0000,14615.000000000
7045,F,42.0000,22948.000000000
7047,M,52.0000,19875.000000000
7048,M,42.0000,21600.000000000
7049,M,62.0000,16034.000000000
7050,M,42.0000,16852.000000000
7051,M,35.0000,14619.333333333
7052,M,27.0000,13118.000000000
7053,M,56.4000,17344.200000000
7054,F,32.0000,14975.000000000
7055,F,27.0000,23379.000000000
7056,M,47.0000,14621.000000000
7057,F,21.0000,13670.000000000
7058,M,38.2500,16396.500000000
7059,M,74.0000,21685.000000000
7060,F,32.0000,14316.000000000
7061,F,32.0000,15665.500000000
7062,M,32.0000,13787.000000000
7063,M,32.0000,15737.000000000
7064,M,32.0000,21600.000000000
7065,M,32.0000,13042.000000000
7066,M,27.0000,18816.333333333
7068,M,42.0000,13398.000000000
7069,M,52.0000,17713.000000000
7070,M,52.0000,21600.000000000
7071,F,27.0000,18280.000000000
7072,M,21.0000,14258.000000000
7073,M,37.0000,13965.000000000
7074,M,32.0000,15298.000000000
7075,M,32.0000,16485.000000000
7076,M,37.0000,12294.000000000
7077,M,52.0000,20172.000000000
7078,M,47.0000,20084.000000000
7079,F,52.0000,16920.000000000
7080,F,33.3333,13973.000000000
7081,M,47.0000,15369.000000000
7082,F,42.0000,20946.000000000
7083,M,27.0000,15530.000000000
7084,M,42.0000,16481.200000000
7085,F,53.0000,14887.000000000
7086,M,52.0000,13315.000000000
7087,M,60.3333,17778.333333333
7088,F,27.0000,16565.000000000
7089,F,34.5000,19129.833333333
7090,M,32.0000,16552.000000000
7091,M,21.0000,14879.000000000
7092,M,52.6667,16830.666666666
7093,F,52.5000,15739.500000000
7094,M,27.0000,14699.500000000
7095,M,27.0000,15373.000000000
7096,M,30.0000,13961.666666666
7097,M,52.0000,12638.000000000
7098,M,21.0000,22032.000000000
7099,F,30.3333,16415.666666666
7100,F,43.0000,19749.000000000
7101,M,55.0000,19067.333333333
7102,M,59.5000,19825.666666666
7104,M,32.0000,13279.666666666
7105,M,21.0000,24754.000000000
7106,M,27.0000,17992.000000000
7107,M,52.0000,17865.000000000
7108,M,27.0000,18881.000000000
7109,F,37.0000,17074.000000000
7110,F,47.0000,19218.000000000
7111,M,42.0000,11427.000000000
7112,M,32.0000,15439.000000000
7113,M,57.0000,12317.000000000
7114,F,37.0000,12143.000000000
7115,M,27.0000,22107.000000000
7116,M,35.5000,18336.000000000
7117,M,52.0000,14596.000000000
7118,F,49.3333,16789.666666666
7119,M,47.0000,21206.000000000
7120,M,27.0000,16712.000000000
7121,F,27.0000,18325.000000000
7122,M,53.6250,15301.250000000
7123,M,42.4444,15284.777777777
7124,M,47.0000,18362.000000000
7125,M,52.0000,14625.000000000
7126,F,27.0000,15981.000000000
7127,M,53.0000,14180.500000000
7128,M,27.5000,15880.000000000
7129,M,38.7000,15294.700000000
7130,M,42.0000,14436.000000000
7131,M,32.0000,21600.000000000
7132,M,32.0000,13471.000000000
7133,M,42.0000,19894.000000000
7134,M,52.0000,17264.000000000
7135,F,57.0000,13952.000000000
7136,F,32.6667,20628.333333333
7137,M,52.0000,17006.500000000
7138,M,21.0000,15688.000000000
7139,M,35.5000,13431.500000000
7140,M,32.0000,21503.000000000
7142,M,37.0000,14987.000000000
7143,M,37.0000,18422.000000000
7144,M,47.0000,19624.000000000
7145,M,47.0000,21600.000000000
7146,M,57.0000,14337.000000000
7148,F,32.0000,17024.000000000
7149,M,32.0000,12108.000000000
7150,M,43.6667,12242.333333333
7151,F,42.3333,20453.333333333
7152,M,42.0000,17275.000000000
7153,M,27.0000,15006.000000000
7154,M,52.0000,22157.000000000
7155,M,47.0000,16030.000000000
7156,M,21.0000,16254.500000000
7157,F,42.0000,27039.000000000
7158,M,37.0000,22908.000000000
7159,M,41.0000,15379.666666666
7160,F,37.0000,17770.000000000
7161,M,45.5000,12006.000000000
7162,M,32.0000,17873.000000000
7163,M,34.5714,16298.428571428
7164,M,53.5714,16421.142857142
7165,F,37.0000,20687.333333333
7166,M,47.0000,13952.000000000
7167,M,42.0000,18747.000000000
7168,M,42.0000,15534.000000000
7169,M,34.0000,16181.500000000
7170,M,47.0000,22999.000000000
7171,M,42.0000,13143.000000000
7172,F,52.0000,14891.000000000
7173,F,35.5000,18962.000000000
7174,M,32.0000,15591.000000000
7175,M,52.0000,16915.000000000
7176,M,27.0000,14480.000000000
7177,F,37.0000,24222.000000000
7178,M,42.0000,21600.000000000
7179,M,32.0000,12044.000000000
7180,F,21.5000,16052.500000000
7181,F,42.0000,16992.000000000
7182,M,37.0000,15584.000000000
7183,M,52.6667,18320.833333333
7184,M,33.7500,15390.250000000
7185,M,37.0000,19024.000000000
7186,M,32.0000,18528.000000000
7187,M,36.7500,16863.000000000
7188,M,47.0000,10047.000000000
7189,F,38.0000,15169.333333333
7190,M,32.0000,11491.000000000
7191,F,21.0000,20926.000000000
7192,M,36.4000,11546.200000000
7193,M,32.0000,16960.000000000
7194,F,37.0000,16703.000000000
7195,M,37.0000,13133.000000000
7196,M,21.0000,16709.000000000
7197,M,42.0000,16151.000000000
7198,M,42.0000,11517.000000000
7199,M,52.0000,14244.000000000
7200,M,54.5000,16462.500000000
7201,M,52.6667,12866.000000000
7203,F,32.0000,14749.000000000
7204,F,37.0000,20648.000000000
7205,M,47.0000,15743.000000000
7206,F,25.5000,16269.900000000
7207,M,21.0000,18918.000000000
7208,M,57.0000,12342.000000000
7209,M,55.3333,20516.333333333
7210,M,52.0000,15825.000000000
7211,M,47.0000,14800.000000000
7212,M,53.0000,15241.000000000
7213,F,44.3333,15330.000000000
7214,M,43.0000,17244.500000000
7215,M,37.0000,16877.000000000
7216,M,62.0000,15171.000000000
7217,M,32.0000,14251.000000000
7218,M,33.0000,15473.000000000
7219,M,24.3333,19376.666666666
7221,M,21.0000,16595.000000000
7222,M,37.0000,12768.000000000
7223,F,32.0000,19337.000000000
7224,M,35.0000,15351.000000000
7225,F,37.0000,19709.000000000
7226,M,21.0000,11655.000000000
7227,M,47.0000,18918.000000000
7228,M,32.0000,18135.000000000
7229,F,42.0000,15854.000000000
7230,M,34.8000,13743.400000000
7231,F,53.0000,21513.500000000
7232,M,37.0000,20453.000000000
7233,M,42.0000,17500.000000000
7234,M,47.0000,16623.666666666
7235,M,42.0000,21600.000000000
7236,M,37.0000,14493.000000000
7237,M,47.0000,13166.500000000
7238,M,42.0000,16569.000000000
7239,M,27.0000,12538.000000000
7240,F,27.0000,22478.000000000
7241,M,53.3333,15000.666666666
7242,F,52.0000,12530.000000000
7243,M,51.6667,12718.333333333
7244,F,32.0000,17737.000000000
7245,M,25.5000,17142.333333333
7246,M,42.5000,21186.500000000
7247,F,21.5000,21144.250000000
7248,M,52.0000,23885.000000000
7249,M,53.3333,14552.000000000
7250,F,52.0000,20973.000000000
7251,F,35.6667,19006.166666666
7252,M,42.0000,11623.000000000
7253,M,37.0000,20773.000000000
7254,M,27.0000,14139.000000000
7255,M,45.5000,14320.000000000
7256,M,32.0000,20028.000000000
7257,M,27.0000,17069.000000000
7259,M,33.6667,17702.666666666
7260,F,34.5714,14457.857142857
7261,M,52.0000,12499.000000000
7262,M,52.0000,14336.000000000
7263,M,37.0000,15362.000000000
7264,M,42.0000,15318.000000000
7265,M,57.0000,15428.000000000
7266,M,48.2500,18764.250000000
7267,M,57.0000,19568.000000000
7268,F,32.0000,15908.666666666
7269,M,37.0000,14210.000000000
7270,F,52.6667,17157.333333333
7271,M,42.0000,15709.000000000
7272,M,22.5000,14297.500000000
7273,F,29.3333,17087.666666666
7274,M,27.0000,12093.000000000
7275,F,32.0000,16242.400000000
7276,M,47.0000,27839.000000000
7277,M,32.0000,12724.333333333
7278,M,37.0000,12795.000000000
7279,M,42.0000,12816.000000000
7280,F,38.2500,19165.750000000
7281,M,57.0000,14500.000000000
7282,F,34.5000,17784.500000000
7283,M,32.0000,20415.000000000
7284,M,52.6667,16606.333333333
7285,F,50.2000,15880.000000000
7286,F,21.0000,15030.000000000
7287,F,47.0000,16628.000000000
7288,M,36.8000,15522.600000000
7289,M,42.0000,19695.000000000
7290,M,46.0000,15778.333333333
7291,F,27.0000,16955.000000000
7292,M,29.5000,14344.000000000
7293,M,21.0000,14038.000000000
7294,M,32.0000,18689.000000000
7295,M,42.0000,18303.000000000
7296,F,21.0000,16917.000000000
7297,M,37.0000,14537.000000000
7298,M,27.0000,12022.000000000
7299,M,32.0000,19513.000000000
7300,F,32.0000,15707.000000000
7301,F,27.0000,18193.000000000
7302,M,32.0000,11704.000000000
7303,M,32.0000,16727.333333333
7304,F,43.0000,17896.000000000
7305,M,37.0000,14803.000000000
7306,M,27.0000,13915.000000000
7307,M,21.0000,17097.000000000
7308,F,39.0000,16499.444444444
7309,M,47.0000,9685.000000000
7310,M,37.0000,14061.000000000
7311,F,32.0000,26042.000000000
7312,M,21.0000,17595.000000000
7313,M,37.0000,18017.666666666
7314,F,37.0000,15960.000000000
7315,M,21.0000,16792.000000000
7316,M,38.2500,15714.750000000
7317,M,42.0000,14166.000000000
7318,M,32.0000,13310.000000000
7319,F,27.0000,16774.000000000
7320,M,33.3333,12345.000000000
7321,F,37.0000,15521.750000000
7322,M,27.0000,18067.000000000
7323,M,42.0000,16746.500000000
7324,F,21.0000,20525.000000000
7325,F,42.0000,22438.000000000
7326,M,37.0000,14447.000000000
7327,F,52.0000,23316.000000000
7328,M,47.0000,18175.333333333
7329,F,52.0000,17208.000000000
7330,F,32.0000,17465.000000000
7331,M,21.0000,20647.000000000
7332,F,47.0000,19709.000000000
7333,M,41.7500,13005.750000000
7334,M,32.0000,12497.000000000
7335,M,42.0000,23949.000000000
7336,M,37.0000,12205.000000000
7337,M,35.5000,14041.000000000
7338,M,47.0000,25315.000000000
7339,M,42.0000,14815.000000000
7340,M,43.0000,14167.500000000
7341,F,32.0000,22284.000000000
7342,M,57.0000,13988.000000000
7343,M,35.8000,13905.600000000
7344,M,52.0000,18805.500000000
7345,F,32.0000,17772.500000000
7346,M,52.0000,15957.000000000
7347,F,27.0000,22004.000000000
7348,M,27.5000,14652.250000000
7349,M,32.0000,16486.000000000
7350,F,27.0000,14794.000000000
7351,M,42.4000,15086.700000000
7352,M,16.0000,20274.000000000
7353,M,27.0000,20325.000000000
7354,F,42.0000,18570.000000000
7355,M,37.0000,15624.000000000
7356,M,21.0000,17837.000000000
7357,F,42.0000,21534.000000000
7358,M,45.0000,16942.800000000
7359,M,21.0000,16503.000000000
7360,M,46.3333,16051.333333333
7361,M,43.0000,12622.000000000
7362,M,21.0000,15963.000000000
7363,M,21.0000,21600.000000000
7364,F,27.0000,20567.000000000
7365,M,42.0000,17784.500000000
7366,M,21.0000,15032.000000000
7367,M,37.0000,13140.000000000
7368,F,42.0000,20244.000000000
7369,F,34.7500,15612.000000000
7370,F,27.0000,13894.000000000
7371,M,42.0000,16327.000000000
7373,M,55.2000,15145.300000000
7374,M,37.0000,21418.000000000
7375,M,46.2500,12988.000000000
7376,F,42.0000,15196.000000000
7377,M,27.0000,13522.000000000
7378,M,57.0000,18795.000000000
7379,M,39.5000,16129.000000000
7380,M,42.0000,13781.000000000
7381,M,34.5000,16429.500000000
7382,F,37.0000,15249.000000000
7383,M,32.0000,13332.000000000
7384,M,27.0000,15988.000000000
7385,F,21.0000,19643.000000000
7386,M,27.0000,22500.000000000
7387,M,62.0000,19322.500000000
7388,F,44.5000,18785.000000000
7389,M,24.0000,15062.666666666
7390,M,42.0000,23577.500000000
7391,F,47.0000,21140.000000000
7392,M,48.6667,15314.666666666
7393,M,57.0000,16288.000000000
7394,M,32.0000,14037.000000000
7395,M,52.0000,19907.000000000
7396,F,36.2500,15294.500000000
7397,M,24.0000,14014.500000000
7398,M,25.0000,14471.000000000
7399,F,27.0000,18909.000000000
7400,F,42.0000,14973.000000000
7402,M,21.0000,21600.000000000
7403,F,53.0000,14240.500000000
7404,M,37.0000,11392.000000000
7405,M,42.0000,16110.000000000
7406,M,35.5000,15039.000000000
7407,M,21.0000,16047.000000000
7408,F,52.0000,18147.666666666
7409,M,52.0000,18000.000000000
7410,M,27.0000,20571.000000000
7411,M,52.0000,17565.000000000
7412,M,37.0000,18053.000000000
7413,M,52.0000,23061.000000000
7414,M,32.0000,17092.000000000
7415,M,67.0000,16521.000000000
7417,M,27.0000,16049.000000000
7418,M,33.0000,15901.000000000
7419,M,37.0000,14373.750000000
7420,M,32.0000,18077.000000000
7421,M,52.0000,20568.000000000
7422,M,27.0000,13909.000000000
7423,F,52.6667,15200.666666666
7424,M,16.0000,16617.000000000
7425,M,37.0000,22509.000000000
7426,M,21.0000,9937.000000000
7427,M,27.0000,13871.000000000
7428,M,27.0000,13833.000000000
7429,F,48.2000,17003.800000000
7430,M,27.0000,16549.000000000
7431,M,27.0000,21686.000000000
7432,M,52.0000,16434.000000000
7433,F,27.0000,17401.000000000
7434,F,36.0000,15349.666666666
7435,F,57.0000,19106.000000000
7436,F,52.7500,17352.750000000
7437,M,32.6667,15313.000000000
7438,M,57.0000,13163.000000000
7439,M,52.0000,16927.000000000
7440,M,33.0000,15789.000000000
7441,M,37.0000,20773.000000000
7442,M,21.0000,15313.000000000
7444,M,37.0000,12764.000000000
7445,F,22.5000,15349.500000000
7446,F,16.0000,19106.000000000
7447,F,50.7500,15998.750000000
7448,M,34.5000,14078.000000000
7449,M,27.0000,21600.000000000
7450,M,38.6667,15980.000000000
7451,M,47.0000,18390.000000000
7452,M,32.0000,14315.000000000
7453,M,27.0000,19793.000000000
7454,M,27.0000,18005.000000000
7455,F,42.0000,21600.000000000
7456,F,40.3333,15505.000000000
7457,F,57.0000,18564.000000000
7458,M,37.0000,18225.000000000
7459,M,27.0000,17697.000000000
7460,M,52.0000,14336.000000000
7461,F,24.5000,17840.500000000
7462,F,37.0000,13913.000000000
7463,M,32.0000,21177.000000000
7464,M,32.0000,20943.000000000
7465,F,38.2500,16469.250000000
7466,M,39.5000,13441.000000000
7467,F,35.5000,20256.000000000
7468,M,35.5000,13448.500000000
7469,M,27.0000,19679.000000000
7470,M,34.5000,14353.000000000
7471,M,27.0000,11992.000000000
7472,M,39.5000,20905.500000000
7473,M,36.7143,14785.857142857
7474,M,57.0000,20047.000000000
7475,M,27.0000,22383.000000000
7476,F,32.0000,20423.000000000
7477,M,32.0000,13342.000000000
7478,M,74.0000,21736.000000000
7479,M,47.0000,18825.333333333
7480,F,27.0000,13775.000000000
7481,M,26.0000,19921.666666666
7482,M,37.0000,13097.000000000
7483,M,49.8000,16547.600000000
7484,M,45.5000,12966.000000000
7485,M,52.0000,17352.000000000
7486,M,25.6667,18468.333333333
7487,M,37.0000,18274.000000000
7488,F,57.0000,18015.000000000
7489,M,43.0000,12749.500000000
7490,M,57.0000,18333.000000000
7491,M,47.0000,11044.000000000
7492,M,21.0000,18934.000000000
7493,F,27.0000,16169.000000000
7494,M,52.0000,13079.000000000
7495,M,36.0000,17546.333333333
7496,F,27.0000,16887.000000000
7497,M,37.0000,18592.000000000
7498,F,42.0000,18746.000000000
7499,M,37.0000,10846.000000000
7501,M,42.6667,12496.000000000
7502,M,42.0000,22899.000000000
7503,F,35.5000,14141.000000000
7504,M,37.0000,14049.000000000
7505,F,32.0000,19525.000000000
7506,M,42.0000,14959.000000000
7507,M,27.0000,13587.333333333
7508,F,27.0000,16156.000000000
7509,F,57.0000,16016.000000000
7510,M,32.0000,14112.000000000
7511,M,21.0000,17563.000000000
7512,M,52.0000,19343.000000000
7513,M,47.0000,15076.000000000
7514,M,42.0000,16980.000000000
7515,M,32.0000,25402.000000000
7516,F,37.0000,14057.000000000
7517,M,27.0000,21749.000000000
7518,M,57.0000,17796.000000000
7519,M,42.0000,19235.000000000
7520,M,32.0000,20125.000000000
7521,M,32.6667,17579.666666666
7522,M,21.0000,12567.000000000
7523,M,65.3333,16564.333333333
7524,F,36.7500,14550.000000000
7525,M,18.0000,15009.500000000
7526,F,27.0000,12655.000000000
7527,M,27.0000,17285.000000000
7528,M,21.0000,18688.000000000
7529,M,27.0000,16032.000000000
7530,M,46.0000,12175.000000000
7531,F,32.0000,19168.000000000
7532,M,37.0000,14367.000000000
7533,M,52.0000,19794.000000000
7534,M,32.0000,22650.000000000
7535,M,27.0000,21586.000000000
7536,M,37.0000,18681.000000000
7537,M,21.0000,21028.000000000
7538,M,21.0000,15360.500000000
7539,F,27.0000,20506.000000000
7540,M,33.6667,13720.333333333
7541,M,32.0000,15882.000000000
7542,M,32.0000,19424.000000000
7543,M,42.0000,10423.000000000
7545,M,42.0000,17989.000000000
7546,F,21.0000,20264.000000000
7547,M,50.8000,15401.800000000
7548,M,32.0000,15881.000000000
7549,M,42.0000,12322.000000000
7550,M,27.0000,14827.000000000
7551,M,47.0000,16414.000000000
7552,F,32.4000,14752.600000000
7553,M,21.0000,15729.000000000
7555,F,32.0000,12654.000000000
7556,F,20.5000,14845.500000000
7557,M,42.0000,20657.000000000
7558,F,39.5000,20970.500000000
7559,M,32.0000,15553.000000000
7560,M,37.0000,13550.000000000
7561,F,47.0000,10518.000000000
7562,M,37.0000,15011.000000000
7563,M,47.0000,17833.333333333
7564,M,52.0000,17295.000000000
7565,M,42.0000,16529.000000000
7566,M,27.0000,20856.000000000
7567,M,57.0000,16122.000000000
7568,F,27.0000,17204.000000000
7569,M,37.0000,14037.000000000
7570,M,33.0000,13931.500000000
7571,F,55.0000,19563.200000000
7572,M,42.0000,14275.000000000
7573,F,37.0000,19651.000000000
7574,M,52.5556,15981.111111111
7575,M,37.0000,14618.000000000
7576,F,42.0000,16319.000000000
7577,M,35.5000,16987.000000000
7578,F,27.0000,17043.000000000
7579,M,24.0000,17123.500000000
7580,F,52.0000,23961.000000000
7581,F,24.0000,18922.000000000
7582,F,42.0000,22709.000000000
7583,M,36.4000,16242.000000000
7584,M,42.0000,13543.000000000
7585,M,27.0000,15636.000000000
7586,M,61.6250,18783.625000000
7587,M,32.0000,18560.500000000
7588,F,36.2500,14242.750000000
7589,M,37.0000,14645.000000000
7590,M,32.0000,12208.000000000
7591,M,32.0000,13067.000000000
7593,M,49.7273,16986.636363636
7594,M,32.5000,20023.750000000
7595,M,27.0000,14343.000000000
7596,M,44.5000,16880.000000000
7597,M,56.0000,14092.777777777
7598,M,52.0000,18118.000000000
7599,M,27.0000,13091.000000000
7600,F,35.5000,14999.500000000
7601,M,32.0000,21600.000000000
7602,M,36.0000,18172.333333333
7603,M,52.0000,19710.000000000
7605,M,47.0000,16592.000000000
7606,F,25.5714,15188.857142857
7607,M,47.0000,19167.000000000
7608,M,37.0000,18104.000000000
7609,M,32.0000,20252.500000000
7610,M,42.5455,15458.363636363
7611,M,32.0000,10252.000000000
7612,F,27.0000,13380.000000000
7613,F,32.0000,21600.000000000
7614,M,42.0000,17167.000000000
7615,M,27.0000,16625.000000000
7616,M,62.0000,16789.000000000
7617,F,27.0000,16332.000000000
7618,M,52.0000,18907.000000000
7619,F,35.5000,13054.000000000
7620,M,38.6667,17566.000000000
7621,M,32.0000,16339.000000000
7622,M,48.2500,18723.250000000
7623,M,37.0000,18254.500000000
7624,M,37.0000,11901.000000000
7626,F,43.0000,14593.500000000
7627,M,27.0000,14268.000000000
7628,M,37.0000,17540.000000000
7629,F,52.0000,15702.000000000
7630,M,53.2500,15906.500000000
7631,F,27.0000,16464.000000000
7632,F,42.0000,17392.000000000
7633,F,27.0000,21600.000000000
7634,F,32.0000,15948.000000000
7635,M,27.0000,22334.000000000
7636,F,25.5000,19159.500000000
7637,M,27.0000,13804.000000000
7638,M,35.2857,16371.857142857
7639,M,37.0000,17702.000000000
7640,M,52.0000,11895.000000000
7641,M,42.2857,15131.714285714
7642,F,30.5000,18400.500000000
7643,M,37.0000,13759.000000000
7644,M,42.2500,19246.500000000
7645,M,42.4286,12885.142857142
7646,F,42.0000,18112.750000000
7647,M,42.0000,20692.000000000
7648,M,37.0000,14157.000000000
7649,M,37.0000,16160.000000000
7650,M,37.0000,20992.000000000
7651,M,27.0000,14731.000000000
7652,F,24.3333,17247.333333333
7653,M,22.5000,11909.000000000
7654,F,32.0000,20312.000000000
7655,F,32.0000,16151.000000000
7656,M,39.5000,17153.000000000
7657,M,27.0000,14157.000000000
7658,M,44.9375,15815.500000000
7659,M,52.0000,12891.000000000
7660,M,47.0000,22928.000000000
7661,M,45.7500,16353.000000000
7662,M,57.0000,17477.000000000
7663,M,43.7500,18951.250000000
7664,M,34.0000,15767.888888888
7665,M,21.0000,15074.000000000
7666,M,37.0000,13857.000000000
7667,M,27.0000,15634.000000000
7668,M,21.0000,14098.000000000
7669,M,42.0000,19792.000000000
7670,M,42.0000,21600.000000000
7671,F,32.0000,15591.000000000
7672,M,37.0000,15248.000000000
7673,M,43.6000,12475.400000000
7674,M,32.0000,12058.000000000
7675,M,42.0000,14858.000000000
7676,F,32.0000,16813.000000000
7677,M,21.0000,20762.000000000
7678,F,37.0000,19236.333333333
7679,F,25.5000,13998.500000000
7680,M,52.0000,14211.000000000
7681,M,52.0000,14657.000000000
7682,F,24.1667,17622.000000000
7683,F,47.0000,17691.000000000
7685,M,21.0000,11100.000000000
7686,M,52.0000,19016.000000000
7687,M,42.0000,15285.000000000
7688,M,27.0000,13739.500000000
7689,M,25.6667,17579.000000000
7690,F,42.0000,14626.000000000
7691,M,21.5000,14854.500000000
7692,F,52.0000,17659.333333333
7693,M,62.0000,14853.000000000
7694,M,67.0000,14069.000000000
7695,M,42.0000,22814.000000000
7696,M,57.0000,13989.000000000
7697,M,42.0000,16258.000000000
7698,M,27.0000,19870.000000000
7699,F,21.0000,21600.000000000
7700,M,24.0000,13832.500000000
7701,M,42.0000,15127.000000000
7702,M,37.0000,16396.000000000
7703,F,37.0000,18791.200000000
7704,M,27.0000,11523.500000000
7705,M,47.0000,17644.000000000
7706,M,43.3889,16536.000000000
7707,M,35.0000,19293.666666666
7708,M,37.0000,18638.000000000
7709,F,42.0000,13769.000000000
7710,M,27.0000,17114.000000000
7711,M,35.8000,12133.600000000
7712,M,42.0000,23096.000000000
7713,F,32.0000,17821.000000000
7714,M,21.0000,13364.500000000
7715,M,42.0000,16731.000000000
7716,F,37.0000,16561.000000000
7717,M,32.0000,21600.000000000
7718,M,47.0000,21600.000000000
7719,M,38.6000,14215.000000000
7720,F,42.0000,21600.000000000
7721,M,47.0000,11577.000000000
7722,M,21.0000,16380.000000000
7724,M,47.8333,17916.833333333
7725,F,52.0000,16048.000000000
7726,M,42.0000,19084.000000000
7727,M,27.0000,16198.000000000
7728,M,42.1250,18571.500000000
7729,F,34.5000,11167.166666666
7730,F,27.0000,21600.000000000
7731,F,25.5000,16574.000000000
7732,F,25.8000,18788.000000000
7733,F,25.7000,17484.100000000
7734,M,37.0000,13960.000000000
7735,F,37.0000,19351.000000000
7736,F,21.0000,13516.000000000
7737,F,47.0000,13664.500000000
7738,M,52.0000,20322.500000000
7739,M,51.2727,13454.772727272
7740,M,27.0000,18132.500000000
7741,M,21.0000,16185.000000000
7742,F,42.0000,16327.000000000
7743,M,55.5000,15547.000000000
7744,M,21.0000,12630.000000000
7745,F,27.0000,10929.333333333
7747,M,37.0000,14459.000000000
7748,M,32.0000,20074.000000000
7749,M,32.0000,12085.000000000
7750,F,35.3333,20511.666666666
7751,M,47.0000,15585.750000000
7752,M,21.0000,13902.000000000
7753,M,42.0000,12431.000000000
7754,F,20.0000,15604.000000000
7755,M,37.0000,13928.000000000
7756,M,21.0000,18909.000000000
7757,M,42.0000,14933.000000000
7758,M,39.5000,19460.000000000
7759,M,32.8000,14258.800000000
7760,M,35.5000,16990.000000000
7761,F,32.0000,18033.000000000
7762,M,27.0000,15328.000000000
7763,F,21.0000,14428.000000000
7764,M,47.0000,12684.000000000
