Participant Id,Gender,Age,TimeOfCompletion
7658.0,M,44.5,12664.1747
7658.0,M,44.5,13004.0
7658.0,M,47.0,21600.0
7658.0,M,44.5,13902.8132
7658.0,M,47.0,12917.0
7658.0,M,47.0,21600.0
7659.0,M,52.0,12891.0
7660.0,M,47.0,22928.0
7661.0,M,47.0,21600.0
7661.0,M,47.0,15956.0
7661.0,M,42.0,14305.8152
7661.0,M,47.0,13551.1742
7662.0,M,57.0,17477.0
7663.0,M,42.0,21600.0
7663.0,M,44.5,18493.8752
7663.0,M,42.0,16087.7162
7663.0,M,47.0,19625.8367
7664.0,M,32.0,14112.2162
7664.0,M,34.5,14748.3272
7664.0,M,32.0,13462.2767
7664.0,M,32.0,13871.2052
7664.0,M,34.5,21600.0
7664.0,M,34.5,13626.2432
7664.0,M,37.0,15081.0
7664.0,M,34.5,13811.9402
7664.0,M,37.0,21600.0
7665.0,M,21.0,19505.3312
7665.0,M,21.0,12498.2327
7665.0,M,21.0,13219.0
7666.0,M,37.0,13857.3767
7667.0,M,27.0,15634.0
7668.0,M,21.0,14244.0
7668.0,M,21.0,13952.0
7669.0,M,42.0,19792.0
7670.0,M,42.0,21600.0
7671.0,F,32.0,15591.0
7672.0,M,37.0,15248.0
7673.0,M,42.0,13569.0
7673.0,M,44.5,11113.4072
7673.0,M,44.5,11664.5717
7673.0,M,44.5,13296.3347
7673.0,M,44.5,12735.2927
7674.0,M,32.0,11787.0527
7674.0,M,32.0,12329.0
7675.0,M,42.0,14858.0
7676.0,F,32.0,16813.0
7677.0,M,21.0,20762.0
7678.0,F,37.0,23462.2577
7678.0,F,37.0,15990.9167
7678.0,F,37.0,18257.0
7679.0,F,27.0,14760.0
7679.0,F,24.5,13237.0697
7680.0,M,52.0,14211.0
7681.0,M,52.0,14657.0
7682.0,F,27.0,19994.0
7682.0,F,24.5,16573.6892
7682.0,F,22.0,21600.0
7682.0,F,21.0,15382.4627
7682.0,F,27.0,16943.0
7682.0,F,24.5,15240.2267
7683.0,F,47.0,17691.0
7685.0,M,21.0,11100.0
7686.0,M,52.0,19016.0
7687.0,M,42.0,15285.0
7688.0,M,27.0,14466.0
7688.0,M,27.0,13013.8382
7689.0,M,27.0,18315.0
7689.0,M,23.5,18964.0442
7689.0,M,27.0,15458.0
7690.0,F,42.0,14646.0
7690.0,F,42.0,14606.0912
7691.0,M,21.0,16026.0
7691.0,M,22.0,13683.5327
7692.0,F,52.0,19175.4227
7692.0,F,52.0,15072.3092
7692.0,F,52.0,18731.0
7693.0,M,62.0,14853.0
7694.0,M,67.0,14069.0
7695.0,M,42.0,22814.0
7696.0,M,57.0,13989.0
7697.0,M,42.0,18026.0
7697.0,M,42.0,21600.0
7697.0,M,42.0,15576.0
7697.0,M,42.0,13454.3747
7697.0,M,42.0,13250.8982
7697.0,M,42.0,15642.0
7698.0,M,27.0,19870.7987
7699.0,F,21.0,21600.0
7700.0,M,27.0,14375.0
7700.0,M,21.0,13290.4082
7701.0,M,42.0,15127.0
7702.0,M,37.0,16396.0
7703.0,F,37.0,16713.9497
7703.0,F,37.0,16938.0
7703.0,F,37.0,17105.0987
7703.0,F,37.0,21600.0
7703.0,F,37.0,21600.0
7704.0,M,27.0,11314.9082
7704.0,M,27.0,11733.7142
7705.0,M,47.0,17644.0
7706.0,M,44.5,15555.0
7706.0,M,47.0,21600.0
7706.0,M,42.0,13732.9202
7706.0,M,47.0,16115.3732
7706.0,M,42.0,15072.0
7706.0,M,42.0,13819.8422
7706.0,M,44.5,15006.0
7706.0,M,47.0,21600.0
7706.0,M,42.0,21600.0
7706.0,M,42.0,21600.0
7706.0,M,42.0,21600.0
7706.0,M,44.5,13005.9362
7706.0,M,42.0,14338.0
7706.0,M,44.5,14020.0
7706.0,M,44.5,14323.0
7706.0,M,42.0,15809.0
7706.0,M,42.0,14477.0
7706.0,M,42.0,14377.0
7707.0,M,34.5,16378.1147
7707.0,M,37.0,24108.0
7707.0,M,34.5,17395.4972
7708.0,M,37.0,18638.0
7709.0,F,42.0,13769.0
7710.0,M,27.0,17114.0
7711.0,M,34.5,11445.2912
7711.0,M,37.0,12573.3017
7711.0,M,34.5,13082.9807
7711.0,M,37.0,12372.0
7711.0,M,37.0,11196.0
7712.0,M,42.0,23096.0
7713.0,F,32.0,17821.0
7714.0,M,21.0,17373.7667
7714.0,M,21.0,9356.0
7715.0,M,42.0,16731.7292
7716.0,F,37.0,16561.0
7717.0,M,32.0,21600.0
7718.0,M,47.0,21600.0
7719.0,M,37.0,15053.0
7719.0,M,34.5,14691.0377
7719.0,M,44.5,13041.4952
7719.0,M,34.5,14313.7172
7719.0,M,44.5,13977.8822
7720.0,F,42.0,21600.0
7721.0,M,47.0,11577.6497
7722.0,M,21.0,16380.0
7724.0,M,47.0,15641.0
7724.0,M,47.0,21600.0
7724.0,M,47.0,13108.6622
7724.0,M,52.0,21600.0
7724.0,M,47.0,13952.0
7724.0,M,47.0,21600.0
7725.0,F,52.0,16048.0
7726.0,M,42.0,19084.0
7727.0,M,27.0,16198.0
7728.0,M,42.0,21600.0
7728.0,M,44.5,16220.0747
7728.0,M,42.0,21600.0
7728.0,M,42.0,21600.0
7728.0,M,37.0,16350.4577
7728.0,M,44.5,15556.3067
7728.0,M,42.0,21086.0
7728.0,M,44.5,14560.6547
7729.0,F,34.5,11366.2712
7729.0,F,37.0,11397.0
7729.0,F,34.5,10994.8772
7729.0,F,34.5,11125.2602
7729.0,F,34.5,10894.1267
7729.0,F,34.5,11227.9862
7730.0,F,27.0,21600.0
7731.0,F,27.0,17527.0
7731.0,F,24.5,14878.7102
7731.0,F,27.0,18404.9777
7731.0,F,24.5,15487.1642
7732.0,F,27.0,16059.0
7732.0,F,24.5,19645.5917
7732.0,F,27.0,21600.0
7732.0,F,27.0,15036.0
7732.0,F,24.5,21600.0
7733.0,F,27.0,18254.8397
7733.0,F,24.5,15783.4892
7733.0,F,24.5,17034.0
7733.0,F,27.0,14967.6077
7733.0,F,24.5,16076.0
7733.0,F,27.0,15218.4962
7733.0,F,27.0,18874.0
7733.0,F,27.0,27903.1817
7733.0,F,27.0,14825.3717
7733.0,F,23.5,15907.9457
7734.0,M,37.0,13960.0
7735.0,F,37.0,19351.0
7736.0,F,21.0,13162.0007
7736.0,F,21.0,13870.0
7737.0,F,47.0,13518.0
7737.0,F,47.0,13811.0
7738.0,M,52.0,20380.0
7738.0,M,52.0,20265.8987
7739.0,M,54.5,13626.2432
7739.0,M,44.5,12440.9432
7739.0,M,54.5,11978.6762
7739.0,M,54.5,13454.0
7739.0,M,54.5,12061.6472
7739.0,M,54.5,12834.0677
7739.0,M,54.5,12642.4442
7739.0,M,54.5,12867.6512
7739.0,M,54.5,14625.8462
7739.0,M,54.5,12685.9052
7739.0,M,54.5,13778.3567
7739.0,M,44.5,12521.9387
7739.0,M,52.0,21600.0
7739.0,M,54.5,13084.9562
7739.0,M,52.0,16674.4397
7739.0,M,54.5,12849.8717
7739.0,M,47.0,12857.7737
7739.0,M,52.0,12055.7207
7739.0,M,54.5,13272.6287
7739.0,M,44.5,12715.5377
7739.0,M,44.5,12875.5532
7739.0,M,47.0,12513.0
7740.0,M,27.0,21600.0
7740.0,M,27.0,14665.3562
7741.0,M,21.0,16185.0
7742.0,F,42.0,16822.0
7742.0,F,42.0,15832.8767
7743.0,M,54.5,14495.4632
7743.0,M,57.0,16599.0
7744.0,M,21.0,12630.0
7745.0,F,27.0,10294.0
7745.0,F,27.0,10944.0
7745.0,F,27.0,11550.0
7747.0,M,37.0,14459.9042
7748.0,M,32.0,20074.0
7749.0,M,32.0,12085.0
7750.0,F,32.0,18335.0
7750.0,F,37.0,21600.0
7750.0,F,37.0,21600.0
7751.0,M,47.0,16572.0
7751.0,M,47.0,12213.0
7751.0,M,47.0,11958.0
7751.0,M,47.0,21600.0
7752.0,M,21.0,13902.0
7753.0,M,42.0,12431.0
7754.0,F,19,15803.2442
7754.0,F,21.0,15405.0
7755.0,M,37.0,13928.0
7756.0,M,21.0,18909.0
7757.0,M,42.0,14933.0
7758.0,M,37.0,21600.0
7758.0,M,42.0,17320.0
7759.0,M,32.0,13843.5482
7759.0,M,32.0,16080.0
7759.0,M,34.5,14112.2162
7759.0,M,34.5,13671.6797
7759.0,M,32.0,13588.7087
7760.0,M,37.0,16255.0
7760.0,M,34.5,17725.0
7761.0,F,32.0,15662.9837
7761.0,F,32.0,20404.0
7762.0,M,27.0,15328.0
7763.0,F,21.0,14428.0
7764.0,M,47.0,12684.0
7765.0,M,27.0,12617.0
7766.0,M,32.0,30747.9017
7766.0,M,32.0,19793.7542
7766.0,M,37.0,31380.0617
7767.0,M,37.0,21600.0
7768.0,M,42.0,17957.0
7768.0,M,44.5,16177.0
7769.0,M,37.0,15116.0
7769.0,M,37.0,12405.3842
7769.0,M,34.5,12350.0702
7769.0,M,37.0,14282.0
7770.0,M,37.0,18207.0
7771.0,M,42.0,15244.0
7772.0,M,52.0,12747.1457
7772.0,M,52.0,21600.0
7772.0,M,52.0,14907.0
7773.0,M,42.0,17488.3457
7774.0,M,34.5,14250.5012
7774.0,M,37.0,13767.0
7774.0,M,42.0,21600.0
7774.0,M,42.0,21600.0
7774.0,M,37.0,13928.4947
7775.0,M,62.0,16162.0
7776.0,M,42.0,21600.0
7776.0,M,42.0,21600.0
7777.0,F,42.0,22140.0
7778.0,M,37.0,16640.0
7779.0,M,37.0,12235.4912
7779.0,M,42.0,21600.0
7779.0,M,37.0,12053.7452
7780.0,F,21.0,14330.0
7781.0,M,52.0,16500.5957
7782.0,F,21.0,13049.3972
7782.0,F,24.5,14481.6347
7782.0,F,21.0,14659.0
7782.0,F,24.5,14021.3432
7782.0,F,22.0,21600.0
7782.0,F,24.5,14560.6547
7783.0,F,37.0,19849.0
7784.0,M,37.0,14031.0
7785.0,M,27.0,11283.3002
7785.0,M,32.0,11478.0
7786.0,M,42.0,19240.0
7787.0,F,37.0,25409.0
7789.0,M,47.0,21600.0
7789.0,M,52.0,21600.0
7789.0,M,52.0,14264.0
7790.0,F,27.0,22449.0
7791.0,M,24.5,14218.8932
7791.0,M,34.5,13106.6867
7791.0,M,27.0,18337.0
7792.0,M,21.0,15515.0
7793.0,M,27.0,12868.0
7794.0,M,37.0,13767.0
7795.0,F,42.0,15452.0
7796.0,M,32.0,11595.4292
7796.0,M,34.5,13306.2122
7796.0,M,32.0,13154.0
7796.0,M,32.0,15078.0
7796.0,M,32.0,21600.0
7797.0,M,32.0,14526.0
7798.0,F,42.0,14667.0
7799.0,M,27.0,10769.6702
7800.0,M,47.0,21600.0
7800.0,M,47.0,21600.0
7800.0,M,47.0,21600.0
7800.0,M,34.5,16873.9652
7800.0,M,42.0,15868.4357
7801.0,M,34.5,15416.0462
7801.0,M,32.0,16611.0
7802.0,M,42.0,15480.0
7803.0,M,37.0,15495.0
7804.0,M,37.0,20193.0
7805.0,M,47.0,13758.0
7805.0,M,44.5,12585.1547
7805.0,M,47.0,14941.9262
7805.0,M,44.5,15596.0
7805.0,M,44.5,15116.0
7806.0,M,47.0,22716.0
7807.0,F,21.0,15436.0
7808.0,M,34.5,13533.3947
7808.0,M,32.0,21600.0
7808.0,M,32.0,14033.1962
7809.0,M,21.0,19622.0
7810.0,M,47.0,13229.1677
7811.0,M,42.0,18096.7997
7811.0,M,37.0,19404.0
7812.0,M,57.0,15627.0
7813.0,F,37.0,20317.0
7814.0,M,37.0,14662.0
7815.0,M,32.0,13650.0
7816.0,F,21.0,15150.0
7817.0,M,37.0,11681.0
7817.0,M,37.0,21600.0
7817.0,M,32.0,10857.0
7818.0,M,52.0,18268.6682
7819.0,M,21.0,13920.0
7820.0,M,32.0,14159.0
7820.0,M,32.0,15160.0
7821.0,M,21.0,13131.0
7822.0,F,52.0,18530.0
7823.0,F,27.0,17803.0
7824.0,M,27.0,13230.0
7825.0,F,42.0,18387.0
7825.0,F,44.5,15275.7857
7826.0,F,47.0,15383.0
7827.0,M,21.0,16067.0
7827.0,M,23.5,21600.0
7827.0,M,19,11277.3737
7828.0,M,62.0,24295.9187
7829.0,F,21.0,16800.0
7829.0,F,21.0,19600.1552
7830.0,M,32.0,15568.0
7830.0,M,32.0,21600.0
7830.0,M,34.5,13165.9517
7830.0,M,34.5,13410.9137
7830.0,M,34.5,13782.3077
7830.0,M,32.0,15284.0
7830.0,M,34.5,12354.0212
7830.0,M,34.5,14853.0287
7830.0,M,34.5,14305.8152
7831.0,F,22.0,21600.0
7831.0,F,21.0,12174.0
7832.0,M,37.0,16045.0
7832.0,M,34.5,14252.4767
7832.0,M,37.0,14861.0
7833.0,F,47.0,19932.0
7833.0,F,42.0,15129.5987
7834.0,M,27.0,20741.0
7835.0,F,42.0,30977.0
7835.0,F,34.5,24254.4332
7835.0,F,37.0,21600.0
7835.0,F,37.0,20532.5912
7835.0,F,42.0,32401.3952
7836.0,F,32.0,13364.0
7837.0,F,47.0,24959.0
7838.0,F,37.0,12952.5977
7838.0,F,42.0,21600.0
7838.0,F,37.0,12354.0212
7838.0,F,37.0,14233.0
7838.0,F,37.0,12879.5042
7838.0,F,42.0,21600.0
7838.0,F,37.0,13568.0
7838.0,F,42.0,21600.0
7839.0,M,42.0,16885.0
7840.0,M,37.0,14200.0
7841.0,M,21.0,15355.0
7841.0,M,21.0,14948.0
7841.0,M,21.0,16669.0
7842.0,F,42.0,14329.5212
7843.0,F,47.0,16183.0
7844.0,M,21.0,21600.0
7845.0,M,27.0,13281.0
7846.0,M,27.0,10805.0
7847.0,F,21.0,16059.0
7848.0,M,21.0,13843.0
7849.0,M,37.0,14407.0
7850.0,M,27.0,16732.0
7851.0,M,32.0,11336.0
7852.0,F,47.0,20035.0
7853.0,M,21.0,16723.0
7854.0,M,42.0,21600.0
7854.0,M,42.0,21600.0
7855.0,F,32.0,20216.0
7856.0,M,37.0,19450.0
7857.0,M,42.0,17874.0
7857.0,M,42.0,13685.5082
7857.0,M,42.0,14442.0
7857.0,M,42.0,21600.0
7857.0,M,42.0,13337.8202
7857.0,M,42.0,14339.3987
7858.0,M,37.0,19035.0
7858.0,M,37.0,17375.7422
7858.0,M,37.0,13590.6842
7859.0,M,52.0,15781.0
7860.0,M,32.0,15844.0
7861.0,M,42.0,14739.0
7862.0,M,37.0,20042.0
7862.0,M,37.0,21600.0
7863.0,F,21.0,22010.0
7864.0,F,42.0,14170.0
7865.0,M,47.0,12660.0
7866.0,M,37.0,11750.0
7867.0,F,24.5,13067.1767
7867.0,F,21.0,14521.0
7868.0,M,37.0,18748.0
7869.0,F,42.0,17876.0
7869.0,F,42.0,14831.2982
7869.0,F,37.0,17624.0
7870.0,M,47.0,18666.0
7871.0,M,37.0,20935.5932
7872.0,M,27.0,17355.9872
7873.0,M,52.0,16871.0
7874.0,M,42.0,14094.4367
7875.0,M,37.0,13207.0
7875.0,M,37.0,12549.5957
7875.0,M,37.0,21600.0
7875.0,M,37.0,21600.0
7875.0,M,37.0,13282.5062
7875.0,M,37.0,14507.0
7876.0,F,32.0,19817.0
7877.0,M,32.0,21600.0
7877.0,M,32.0,11338.6142
7877.0,M,32.0,21600.0
7877.0,M,32.0,12099.1817
7877.0,M,32.0,11968.7987
7877.0,M,32.0,12199.9322
7877.0,M,32.0,11856.1952
7877.0,M,32.0,14311.0
7878.0,M,67.0,21577.0
7879.0,M,37.0,13844.0
7879.0,M,34.5,11670.4982
7879.0,M,37.0,12510.0857
7879.0,M,34.5,12745.1702
7879.0,M,37.0,14271.0
7880.0,M,32.0,15315.0
7881.0,M,42.0,10372.5947
7882.0,F,32.0,24307.0
7882.0,F,32.0,23796.1172
7883.0,M,42.0,11725.8122
7883.0,M,42.0,13007.0
7883.0,M,37.0,12703.6847
7883.0,M,44.5,12788.6312
7883.0,M,42.0,12788.0
7883.0,M,42.0,21600.0
7883.0,M,42.0,12266.0
7883.0,M,42.0,12053.7452
7884.0,M,24.5,10961.2937
7884.0,M,34.5,11168.7212
7884.0,M,34.5,10530.6347
7884.0,M,27.0,11407.0
7884.0,M,32.0,10974.0
7885.0,M,42.0,13075.0
7886.0,F,37.0,21600.0
7886.0,F,37.0,21600.0
7887.0,M,27.0,14625.0
7890.0,M,37.0,12357.0
7891.0,M,27.0,18855.0
7892.0,M,27.0,15775.5872
7893.0,M,42.0,13757.0
7893.0,M,44.5,13192.0
7894.0,M,37.0,19755.0
7895.0,M,34.5,10732.1357
7895.0,M,37.0,11490.0
7896.0,M,21.0,12731.3417
7896.0,M,21.0,12982.0
7897.0,M,44.5,15495.0662
7897.0,M,47.0,16002.0
7898.0,M,21.0,20986.0
7899.0,M,42.0,21600.0
7900.0,F,42.0,21744.0
7901.0,M,57.0,21600.0
7901.0,M,52.0,19712.7587
7901.0,M,57.0,23374.0
7901.0,M,57.0,21600.0
7902.0,M,37.0,20125.6382
7903.0,M,37.0,16348.0
7904.0,F,32.0,15629.4002
7905.0,M,37.0,14910.0
7906.0,M,32.0,11111.0
7907.0,M,32.0,21600.0
7907.0,M,27.0,21600.0
7908.0,M,37.0,21600.0
7908.0,M,32.0,18451.0
7908.0,M,32.0,24333.4532
7908.0,M,32.0,21600.0
7909.0,M,37.0,21512.0
7909.0,M,37.0,19972.0
7910.0,F,27.0,18432.6347
7910.0,F,27.0,17124.0
7912.0,M,42.0,19345.3157
7913.0,M,52.0,14068.0
7913.0,M,47.0,14568.0
7914.0,M,32.0,15490.0
7915.0,M,32.0,12717.5132
7915.0,M,34.5,13952.2007
7915.0,M,32.0,14616.0
7915.0,M,34.5,21600.0
7915.0,M,34.5,12950.6222
7916.0,M,42.0,24509.2727
7917.0,M,44.5,11725.8122
7917.0,M,34.5,12354.0212
7917.0,M,34.5,12300.6827
7917.0,M,42.0,12195.0
7917.0,M,34.5,13914.6662
7918.0,F,37.0,15695.0
7918.0,F,37.0,21600.0
7918.0,F,34.5,13657.8512
7919.0,M,21.0,12808.0
7920.0,F,37.0,21600.0
7920.0,F,34.5,14135.9222
7920.0,F,37.0,18773.0
7921.0,M,27.0,24216.8987
7922.0,M,37.0,13752.0
7922.0,M,34.5,11644.8167
7922.0,M,34.5,11318.8592
7923.0,F,37.0,14694.9887
7923.0,F,37.0,17492.0
7924.0,M,52.0,18002.0
7925.0,M,32.0,16330.0
7926.0,M,21.0,18568.0
7926.0,M,21.0,17313.0
7927.0,F,27.0,16036.0
7928.0,M,42.0,12172.0
7929.0,F,27.0,18002.0
7930.0,M,37.0,16082.0
7931.0,F,37.0,13798.0
7932.0,M,44.5,12913.0877
7932.0,M,44.5,11471.0
7932.0,M,44.5,21600.0
7932.0,M,47.0,12081.4022
7932.0,M,44.5,12109.0592
7932.0,M,47.0,21600.0
7932.0,M,47.0,21600.0
7932.0,M,44.5,11745.0
7932.0,M,44.5,13328.0
7932.0,M,47.0,12941.0
7932.0,M,47.0,12748.0
7932.0,M,47.0,21600.0
7932.0,M,47.0,11524.3112
7932.0,M,47.0,11997.0
7932.0,M,47.0,12344.0
7932.0,M,47.0,21600.0
7932.0,M,47.0,21600.0
7933.0,F,42.0,19757.0
7933.0,F,37.0,21600.0
7934.0,F,27.0,16004.0
7935.0,M,47.0,17375.0
7936.0,M,42.0,21600.0
7937.0,F,37.0,19376.0
7938.0,F,27.0,17275.0
7939.0,M,52.0,14703.0
7940.0,M,52.0,15640.0
7940.0,M,52.0,21600.0
7940.0,M,52.0,21600.0
7940.0,M,52.0,21600.0
7941.0,F,47.0,21217.0
7942.0,M,42.0,20055.0
7943.0,M,37.0,16379.0
7944.0,F,34.5,14896.4897
7944.0,F,32.0,17264.0
7945.0,M,42.0,19776.0
7946.0,F,37.0,22937.0
7947.0,F,37.0,15272.0
7947.0,F,34.5,15917.0
7948.0,M,42.0,10572.0
7949.0,M,47.0,12855.0
7950.0,F,21.0,18123.0
7950.0,F,21.0,21600.0
7950.0,F,21.0,16026.4757
7950.0,F,21.0,20706.0
7951.0,M,27.0,16755.0
7952.0,F,47.0,17289.0
7953.0,M,34.5,12945.0
7953.0,M,32.0,16806.7982
7954.0,M,47.0,11562.0
7954.0,M,47.0,11242.0
7955.0,M,27.0,22150.0
7956.0,F,37.0,17938.0
7956.0,F,32.0,15935.6027
7957.0,M,52.0,13347.0
7958.0,M,37.0,13572.0
7959.0,M,47.0,11972.7497
7959.0,M,54.5,13177.8047
7959.0,M,44.5,11463.0707
7959.0,M,27.0,12473.0
7959.0,M,47.0,11441.3402
7959.0,M,52.0,21600.0
7959.0,M,47.0,12511.0
7961.0,M,44.5,13985.7842
7961.0,M,44.5,15030.8237
7961.0,M,44.5,14928.0977
7961.0,M,47.0,21261.0
7961.0,M,44.5,13796.1362
7961.0,M,44.5,16496.6447
7962.0,M,32.0,13625.0
7963.0,M,32.0,13334.0
7964.0,F,47.0,23204.0
7965.0,M,37.0,15489.0
7965.0,M,37.0,14183.3342
7965.0,M,37.0,21600.0
7965.0,M,42.0,21600.0
7966.0,F,42.0,21446.0
7967.0,M,27.0,9947.8622
7968.0,M,32.0,13394.0
7968.0,M,34.5,12265.1237
7968.0,M,32.0,21600.0
7969.0,M,42.0,20169.0
7970.0,F,37.0,13062.0
7970.0,F,37.0,14342.0
7970.0,F,37.0,13444.0
7971.0,M,42.0,13244.9717
7971.0,M,42.0,13711.1897
7971.0,M,42.0,13311.0
7971.0,M,42.0,14412.4922
7971.0,M,47.0,21600.0
7972.0,F,42.0,13239.0452
7973.0,M,42.0,17202.0
7974.0,M,62.0,21600.0
7975.0,M,57.0,10931.0
7976.0,M,54.5,12026.0882
7976.0,M,54.5,11936.0
7976.0,M,44.5,11771.2487
7976.0,M,54.5,12820.2392
7976.0,M,52.0,12559.0
7977.0,M,47.0,12938.0
7977.0,M,52.0,16851.0
7978.0,M,42.0,22488.3362
7978.0,M,42.0,19816.0
7979.0,M,32.0,17114.0
7980.0,M,37.0,13771.0
7980.0,M,37.0,13742.0
7980.0,M,32.0,12549.5957
7981.0,M,42.0,15866.0
7982.0,M,32.0,12521.0
7983.0,M,57.0,14069.0
7984.0,F,34.5,17717.5037
7984.0,F,34.5,15412.0952
7984.0,F,32.0,19878.7007
7985.0,M,42.0,12348.0947
7985.0,M,42.0,12324.3887
7985.0,M,42.0,21600.0
7985.0,M,42.0,21600.0
7985.0,M,42.0,11542.0907
7985.0,M,42.0,12472.0
7986.0,M,32.0,11626.0
7987.0,M,32.0,12006.0
7988.0,F,34.5,14752.2782
7988.0,M,34.5,15115.7702
7988.0,F,37.0,13999.0
7989.0,F,42.0,17868.0
7989.0,F,42.0,16534.1792
7989.0,F,42.0,15107.8682
7990.0,F,37.0,17056.0
7991.0,M,62.0,12562.0
7992.0,F,42.0,25337.0
7993.0,M,47.0,20081.0
7994.0,M,47.0,15430.0
7994.0,M,47.0,14384.8352
7995.0,F,47.0,20406.1592
7995.0,F,47.0,22520.0
7996.0,M,16.0,21600.0
7997.0,M,42.0,14363.0
7998.0,F,52.0,18507.7037
7999.0,M,32.0,21733.6952
8000.0,F,37.0,15642.0
8001.0,M,37.0,15598.0
8002.0,M,27.0,21988.5347
8004.0,M,47.0,21600.0
8004.0,M,47.0,12083.0
8005.0,M,52.0,14331.0
8006.0,F,47.0,17713.5527
8006.0,F,47.0,14920.1957
8006.0,F,47.0,18036.0
8006.0,F,54.5,15147.3782
8006.0,F,54.5,15973.1372
8007.0,M,42.0,16751.0
8007.0,M,44.5,14035.1717
8007.0,M,34.5,14793.7637
8008.0,F,37.0,21600.0
8009.0,M,47.0,22132.0
8010.0,M,21.0,14491.0
8011.0,M,27.0,23399.0417
8012.0,F,37.0,11746.0
8013.0,F,32.0,15248.0
8014.0,M,74.5,24694.0
8014.0,M,67.0,21600.0
8015.0,M,52.0,15483.0
8016.0,M,21.0,18361.5167
8017.0,M,21.0,11902.0
8019.0,F,37.0,12881.4797
8019.0,F,32.0,14007.0
8019.0,F,37.0,21600.0
8019.0,F,37.0,21600.0
8020.0,M,27.0,13922.0
8021.0,M,44.5,14418.4187
8021.0,M,42.0,18803.0
8022.0,F,37.0,18678.0
8023.0,M,27.0,18350.0
8024.0,M,32.0,13745.0
8025.0,M,21.0,18278.5457
8026.0,M,21.0,13197.0
8027.0,F,42.0,22905.1667
8028.0,M,37.0,16458.0
8029.0,M,27.0,23523.4982
8030.0,M,32.0,15355.0
8031.0,M,27.0,14071.0
8032.0,M,42.0,16827.0
8032.0,M,42.0,21600.0
8032.0,M,42.0,21600.0
8032.0,M,44.5,12429.0902
8032.0,M,42.0,21600.0
8032.0,M,44.5,13420.7912
8032.0,M,37.0,15421.9727
8032.0,M,42.0,14421.0
8032.0,M,42.0,21600.0
8033.0,M,21.0,15405.0
8034.0,M,32.0,13096.8092
8035.0,F,47.0,23396.0
8036.0,F,27.0,21600.0
8037.0,F,37.0,17181.0
8038.0,M,21.0,17698.0
8039.0,M,27.0,13659.0
8039.0,M,27.0,15115.0
8040.0,F,32.0,18381.2717
8040.0,F,32.0,13986.0
8040.0,F,32.0,14922.0
8041.0,F,27.0,21068.0
8042.0,F,32.0,20242.1927
8042.0,F,32.0,21278.0
8043.0,M,37.0,14568.5567
8043.0,M,37.0,19128.0
8044.0,M,42.0,11956.9457
8044.0,M,42.0,12719.0
8044.0,M,42.0,21600.0
8044.0,M,42.0,21600.0
8044.0,M,42.0,21600.0
8044.0,M,42.0,21600.0
8044.0,M,37.0,15881.0
8044.0,M,37.0,14801.6657
8044.0,M,44.5,14047.0247
8044.0,M,44.5,14478.0
8044.0,M,44.5,21600.0
8044.0,M,42.0,12259.1972
8044.0,M,42.0,21600.0
8045.0,M,32.0,14516.0
8046.0,M,32.0,16297.0
8046.0,M,32.0,20589.8807
8047.0,F,37.0,15149.0
8047.0,F,37.0,15317.2712
8047.0,F,37.0,14963.6567
8048.0,M,27.0,16758.0
8049.0,F,32.0,19794.0
8050.0,F,42.0,14942.0
8051.0,M,52.0,14943.0
8052.0,M,32.0,13632.0
8052.0,M,32.0,21600.0
8053.0,M,34.5,12113.0102
8053.0,M,32.0,21600.0
8053.0,M,32.0,14121.0
8054.0,M,42.0,22008.0
8054.0,M,42.0,22598.0
8055.0,F,37.0,18640.0
8057.0,F,42.0,14610.0422
8057.0,F,42.0,16234.0
8057.0,F,42.0,21600.0
8057.0,F,44.5,14388.7862
8058.0,M,32.0,14697.0
8058.0,M,32.0,14874.7592
8058.0,M,32.0,27282.8747
8059.0,M,37.0,12982.0
8060.0,F,34.5,14935.9997
8060.0,F,37.0,21600.0
8060.0,F,34.5,21600.0
8060.0,F,34.5,15135.5252
8060.0,F,37.0,17550.0
8060.0,F,37.0,21600.0
8060.0,F,34.5,15465.4337
8060.0,F,34.5,15097.9907
8060.0,F,34.5,16820.6267
8061.0,F,52.0,14651.0
8062.0,M,32.0,12676.0277
8062.0,M,37.0,16175.0
8062.0,M,32.0,11449.2422
8063.0,M,44.5,21600.0
8063.0,M,47.0,15254.0552
8063.0,M,47.0,21600.0
8063.0,M,42.0,15493.0907
8063.0,M,47.0,21600.0
8063.0,M,47.0,18785.0
8064.0,M,32.0,14722.0
8065.0,M,47.0,15411.0
8066.0,F,27.0,21600.0
8066.0,F,32.0,15006.0
8067.0,F,37.0,14111.0
8068.0,M,21.0,14030.0
8069.0,F,37.0,21600.0
8069.0,F,37.0,14566.0
8069.0,F,37.0,13801.0
8070.0,F,42.0,14021.3432
8070.0,F,42.0,14207.0402
8070.0,F,42.0,14236.6727
8070.0,F,42.0,20652.0
8071.0,M,21.0,14012.0
8071.0,M,21.0,12037.9412
8072.0,M,32.0,14509.2917
8072.0,M,32.0,17167.0
8073.0,M,21.0,14828.0
8074.0,M,34.5,10348.8887
8074.0,M,37.0,12370.0
8074.0,M,34.5,12608.8607
8074.0,M,34.5,10803.2537
8074.0,M,37.0,11660.0
8074.0,M,37.0,11089.0
