,PARTICIPANT ID,EVENT DATE,EVENT NAME,EVENT TYPE,TIME,CATEGORY
4867,4867,2014-11-02,Course d'Oka Race,21.1 KM,01:38:22,F40-49
4870,4870,2015-08-16,Vert le Raid - XC de la Vallee,TRANS-VALLEE,10:45:31,M50+
4880,4880,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:07:41,F40-44
4892,4892,2013-06-09,La Grande Viree des Sentiers St-Bruno,20 km,02:06:15,F20-29
4899,4899,2012-06-10,Demi marathon des pompiers de Shawinigan,5 km,00:23:17,M30-39
4907,4907,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:02:28,M40-44
4916,4916,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,01:55:14,M30-39
4917,4917,2013-09-22,Marathon Oasis de Montreal,Marathon,03:55:40,M45-49
4919,4919,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:48:13,M30-39
4923,4923,2012-09-23,Marathon Oasis de Montreal,Marathon,04:23:46,M25-29
4926,4926,2014-09-07,Coupe Dix30,30 km,02:36:57,M20-29
4937,4937,2014-09-13,The North Face Ultra-Trail Harricana du Canada,65 KM - Valeurs mobilières Desjardins,09:10:36,M40-49
4939,4939,2013-09-22,Marathon Oasis de Montreal,Marathon,04:00:09,M55-59
4946,4946,2014-06-01,Course d'ete des iles de Boucherville,10 km (Course),00:46:39,M50-59
4955,4955,2013-04-28,Banque Scotia 21km et 5km,21 km,02:11:34,F30-34
4956,4956,2015-06-27,Demi-Marathon de Sherbrooke,Demi Marathon,01:35:07,M30-39
4958,4958,2013-05-05,Demi Marathon International Oasis de Levis,Demi Marathon,01:58:10,F40-49
4963,4963,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,04:39:12,M25-29
4966,4966,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M35-39
4968,4968,2012-09-23,Marathon Oasis de Montreal,Marathon,04:09:04,M35-39
4972,4972,2014-08-03,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:30:27,M20-29
4973,4973,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:03:16,F35-39
4978,4978,2016-05-22,Tour de la Pointe,3 KM,00:18:07,F18+
4982,4982,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:48:47,M50-59
4993,4993,2012-08-19,Ironman Mont-Tremblant,Overall,11:44:43,M25-29
4997,4997,2014-09-21,Army Run - Course de l'Armée,Half Marathon - Demi Marathon,02:21:57,F40-44
5002,5002,2014-04-27,Banque Scotia 21km et 5km,21 km,02:08:55,F25-29
5005,5005,2013-04-28,Banque Scotia 21km et 5km,21 km,01:48:41,M40-44
5015,5015,2013-06-29,Demi Marathon de Sherbrooke,Demi-Marathon,01:32:33,M30-39
5028,5028,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,02:15:47,F30-39
5034,5034,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:21:09,F20-29
5039,5039,2013-10-06,Marathon de Rimouski,42.2km,04:11:30,M40-49
5041,5041,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:57:21,M25-29
5044,5044,2014-10-19,Classique Du Parc La Fontaine,5 km,00:18:30,M30-39
5046,5046,2012-06-03,Défi Tri-O-Lacs,5 KM,00:24:38,M50-59
5051,5051,2014-02-16,Winterman Marathon and Marathon Relays,Half Marathon,01:48:09,M70-74
5054,5054,2014-06-01,Triathlon de Joliette,COUPE DU QUEBEC Triathlon Sprint Riviere,01:12:03,M20-24
5056,5056,2014-08-24,Demi-marathon Bonneville de Lachine,10 km,01:01:32,F50-59
5072,5072,2012-09-23,Marathon Oasis de Montreal,Marathon,04:17:16,M55-59
5083,5083,2014-08-24,Demi-marathon Bonneville de Lachine,Demi-Marathon,01:54:04,M30-39
5084,5084,2013-07-13,Triathlon du Lac-Delage,Duathlon Sprint,01:00:59,M30-39
5088,5088,2013-04-28,Banque Scotia 21km et 5km,21 km,01:43:46,M40-44
5092,5092,2013-09-08,Demi-marathon Granby,5km Course,00:30:11,M40-49
5096,5096,2013-09-07,Le Pentathlon de Victoriaville,Cross-Country - 8 km,00:38:42,M30-39
5111,5111,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:16:41,M35-39
5112,5112,2014-08-24,La Valse des coureurs,10 km,00:58:18,M30-39
5115,5115,2013-06-15,Mud Hero Montreal,6km,00:50:21,M35-39
5118,5118,2014-08-16,Vert le Raid - XC de la Vallee,35 KM,06:21:03,M40-49
5119,5119,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,F60-64
5121,5121,2014-05-04,Goodlife Fitness Toronto Marathon,Half Marathon,01:49:57,M40-44
5122,5122,2015-04-26,Demi-Marathon des Guépards,21.1 km,01:31:43,M40-49
5125,5125,2012-08-26,Marathon des Deux Rives Lévis-Québec,Marathon,03:23:27,M30-39
5127,5127,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
5132,5132,2013-05-12,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:31:44,M40-49
5139,5139,2014-08-02,Triathlon Val D'Or,Triathlon Sprint,01:35:10,M55-59
5141,5141,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:15:03,M40-44
5142,5142,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:46:21,F40-44
5145,5145,2013-07-27,Festi-beach du Lac a la Tortue,21 km,01:30:38,M40-49
5152,5152,2013-03-24,Around the Bay Road Races,30 km,02:53:01,M65-69
5158,5158,2014-03-30,Course et marche populaires de LaSalle,10 KM,00:36:30,M20-29
5160,5160,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,04:33:18,M30-34
5161,5161,2012-09-23,Marathon Oasis de Montreal,Marathon,03:51:50,M45-49
5166,5166,2015-10-04,THE COUNTY MARATHON,Full Marathon,05:30:51,M40-49
5174,5174,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:55:32,F25-29
5176,5176,2014-06-15,Tour du Lac Brome,20 km route,01:56:44,M50-59
5196,5196,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M45-49
5197,5197,2012-09-23,Marathon Oasis de Montreal,Marathon,03:34:54,M30-34
5208,5208,2012-06-30,Demi Marathon de Sherbrooke,Demi Marathon,02:19:45,M40-49
5211,5211,2013-05-12,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:44:16,M40-49
5214,5214,2015-08-16,Ironman Mont-Tremblant,Overall,10:43:53,M40-44
5218,5218,2012-05-12,Course de la Fondation hopital Saint Jerome,10 km,00:55:16,F20-29
5219,5219,2013-09-22,Marathon Oasis de Montreal,Marathon,03:50:53,F25-29
5224,5224,2014-08-02,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23.5 KM The North Face,02:31:52,F50-59
5225,5225,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,01:54:18,M40-49
5235,5235,2012-09-23,Marathon Oasis de Montreal,Marathon,03:43:09,M35-39
5241,5241,2014-10-19,Classique Du Parc La Fontaine,10 km,00:47:37,M30-39
5242,5242,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:59:58,F40-49
5253,5253,2014-04-27,Banque Scotia 21km et 5km,21 km,01:23:38,M25-29
5254,5254,2012-03-25,Around the Bay Road Races,30 km,02:43:33,M30-34
5257,5257,2012-06-30,Demi Marathon de Sherbrooke,Demi Marathon,02:05:09,M40-49
5269,5269,2014-06-15,Tour du Lac Brome,20 km route,01:35:56,F30-39
5270,5270,2015-03-29,Course et marche populaires de LaSalle,10 KM,00:38:15,M30-39
5271,5271,2013-09-22,Marathon Oasis de Montreal,Marathon,03:25:21,M30-34
5289,5289,2015-06-14,Tour du Lac Brome Merrell,20 km,02:05:14,F40-49
5291,5291,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M45-49
5295,5295,2013-09-22,Marathon Oasis de Montreal,Marathon,03:11:59,M18-24
5300,5300,2014-05-18,Des Chenes Toi,Demi-marathon Podiatre Elizabeth,01:55:01,F30-39
5323,5323,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,05:33:10,F35-39
5326,5326,2016-05-28,Tamarack Ottawa Race Weekend,Ottawa 2K,-1,M40-44
5331,5331,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,02:03:36,M30-39
5332,5332,2013-06-02,Course d'ete des iles de Boucherville,10 km course,00:59:59,F20-29
5344,5344,2014-08-24,Marathon SSQ Lévis-Québec,Demi-Marathon,-1,M40-49
5350,5350,2015-06-14,Défi des escaliers,Défi Oasis,-1,F60-69
5367,5367,2015-07-11,Vert le Raid - Québec Méga Trail,25 KM,03:24:54,F40-49
5368,5368,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:56:46,M50-54
5374,5374,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M20-24
5381,5381,2014-06-15,Triathlon Lac Beauport,Duathlon,01:36:52,M45-49
5387,5387,2013-09-22,Marathon Oasis de Montreal,Marathon,03:38:12,M40-44
5391,5391,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:46:36,F40-44
5396,5396,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:52:07,M40-44
5404,5404,2015-05-03,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:44:59,M40-49
5409,5409,2014-09-06,Triathlon Esprit de Montreal,Triathlon Sprint,01:21:03,M30-34
5415,5415,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:11:28,M40-44
5422,5422,2014-05-24,Tamarack Ottawa Race Weekend,Lowertown Brewery Ottawa 10K,-1,M40-44
5438,5438,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:57:56,F40-44
5445,5445,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:54:59,M45-49
5447,5447,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,01:55:33,F30-39
5453,5453,2013-09-07,Triathlon Esprit de Montreal,Duathlon Olympique,03:04:48,F20-24
5454,5454,2013-10-06,Marathon de Rimouski,42.2km,03:05:32,M29-
5457,5457,2015-08-23,Demi-Marathon Bonneville de Lachine,10 km,00:35:27,M30-39
5468,5468,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:42:47,M40-49
5473,5473,2013-09-22,Marathon Oasis de Montreal,Marathon,04:07:19,F35-39
5482,5482,2013-05-05,Demi Marathon International Oasis de Levis,Demi Marathon,01:42:40,F40-49
5483,5483,2012-09-16,La Grande Vadrouille,10 km,00:53:25,M40-49
5484,5484,2015-06-07,LA GRANDE VIRÉE DES SENTIERS,10 km,00:47:02,M30-39
5490,5490,2013-03-24,Around the Bay Road Races,30 km,02:28:41,M45-49
5495,5495,2015-07-11,Triathlon Saint-Lambert,Triathlon Sprint,01:39:55,F50-54
5498,5498,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:00:58,M40-49
5500,5500,2013-09-21,Oasis Zoo Run,10 km,-1,M35-39
5505,5505,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,05:45:44,M30-34
5508,5508,2013-05-05,Demi Marathon International Oasis de Levis,Demi Marathon,01:26:51,M30-39
5509,5509,2013-09-22,Marathon Oasis de Montreal,Marathon,03:56:36,M45-49
5518,5518,2014-10-19,Classique Du Parc La Fontaine,10 km,00:42:18,M30-39
5528,5528,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,02:22:11,M50-59
5530,5530,2013-06-15,Mud Hero Montreal,6km,00:46:18,M30-34
5532,5532,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,05:25:15,M45-49
5540,5540,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M25-29
5560,5560,2013-08-04,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:33:35,M30-39
5573,5573,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M40-44
5574,5574,2013-08-11,Triathlon Trimemphre de Magog,Duathlon Olympique,02:26:51,M40-49
5580,5580,2014-04-27,Banque Scotia 21km et 5km,21 km,01:35:38,M40-44
5581,5581,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
5585,5585,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
5591,5591,2012-09-23,Marathon Oasis de Montreal,Marathon,04:03:31,F35-39
5595,5595,2013-11-03,Oka Road Race,10 km,00:54:57,F30-39
5605,5605,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,03:37:10,F30-39
5607,5607,2013-09-08,B&O Yorkville run,5km,00:30:04,F25-29
5608,5608,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:19:27,M50-54
5610,5610,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:22:00,F30-34
5615,5615,2014-04-20,Course Printaniere Oka,Demi Marathon,01:31:26,M 20-29
5628,5628,2015-02-22,Demi-marathon des glaces,10 km,00:52:33,M40-49
5632,5632,2014-09-21,La course de Fontainebleau,10 km,00:45:19,M40-49
5644,5644,2016-03-06,Oka Ski Marathon,10 km Style Libre,00:39:11,F20+
5659,5659,2012-10-07,Demi marathon des couleurs de Becancour,Demi Marathon,01:52:56,M40-49
5663,5663,2013-04-28,Banque Scotia 21km et 5km,21 km,01:40:07,M35-39
5670,5670,2015-08-09,GRANFONDO GARNEAU QUÉBECOR,Granfondo - 100 km,03:54:47,M29-
5671,5671,2013-06-15,Triathlon FBL Drummondville,Triathlon Sprint,01:20:11,M25-29
5674,5674,2013-06-16,Tour du Lac Brome,20 Km Route,02:12:33,F30-39
5684,5684,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M35-39
5696,5696,2015-08-01,National Capital Triathlon Duathlon and Relays,Super Sprint Triathlon,01:21:01,M35-39
5699,5699,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M40-44
5705,5705,2014-05-04,BMO Vancouver Marathon,Marathon,04:14:22,F50-54
5709,5709,2014-09-14,Demi-marathon Granby,Demi Marathon Course,01:28:26,M30-39
5729,5729,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
5730,5730,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,05:32:11,M50-54
5736,5736,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:41:20,F35-39
5740,5740,2012-09-23,Marathon Oasis de Montreal,Marathon,03:46:39,M30-34
5750,5750,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:58:50,M35-39
5753,5753,2013-04-28,Banque Scotia 21km et 5km,21 km,02:10:58,F55-59
5759,5759,2013-11-03,Oka Road Race,5 km,00:23:40,F20-29
5760,5760,2012-04-29,Course Printaniere Oka,10 km,00:43:46,M19-
5770,5770,2014-03-30,Course et marche populaires de LaSalle,10 KM,00:39:22,F20-29
5771,5771,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,02:15:11,M30-39
5780,5780,2014-06-15,Tour du Lac Brome,1 km P'tit marathon,00:05:51,M40-49
5785,5785,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M30-34
5790,5790,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:39:25,M40-44
5797,5797,2014-06-28,Triathlon Victoriaville,Course 5 km,00:38:35,M30-39
5798,5798,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:15:27,M40-44
5812,5812,2013-06-02,Vert le Raid - TRAIL La Clinique Du Coureur,10 km,01:01:05,M16-29
5814,5814,2014-07-12,Triathlon du Lac-Delage,Triathlon Sprint,01:10:50,M40-44
5822,5822,2012-05-26,Ottawa Race Weekend,5 km,00:22:39,M40-44
5826,5826,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Olympique,02:41:45,F40-49
5827,5827,2012-09-23,Marathon Oasis de Montreal,Marathon,03:52:11,M18-24
5833,5833,2012-06-16,Tour du Lac Brome,9 Km Trail,01:00:32,M40-49
5835,5835,2012-04-29,Banque Scotia 21km et 5km,"21,1 km",01:43:05,M40-44
5836,5836,2013-10-13,Demi marathon des couleurs de Becancour,5 km,00:25:05,M40-49
5837,5837,2014-08-24,Demi-marathon Bonneville de Lachine,10 km,00:57:33,F40-49
5839,5839,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M45-49
5850,5850,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
5851,5851,2014-05-10,Le Challenge IRCM - Courir pour la vie,5 km,00:19:47,M30-39
5856,5856,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,F40-44
5861,5861,2012-10-14,The County Marathon,Marathon,03:51:30,M40-49
5864,5864,2012-09-23,Marathon Oasis de Montreal,Marathon,03:43:33,F35-39
5868,5868,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:55:07,U0-0
5872,5872,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:49:40,F20-29
5899,5899,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
5900,5900,2014-03-30,Around the Bay Road Races,30 km,04:40:42,M45-49
5901,5901,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:35:21,M40-44
5906,5906,2012-06-10,La Grande Viree des Sentiers St-Bruno,10 km,00:42:43,M40-49
5909,5909,2014-07-06,Triathlon Saint Lambert,5K,00:23:57,M50-59
5923,5923,2014-05-04,Mississauga Marathon Races,Half Marathon,01:37:18,M40-49
5924,5924,2013-06-22,Le Defi Beauceron,21 km,01:26:22,M20-29
5931,5931,2013-04-28,Banque Scotia 21km et 5km,21 km,01:34:10,M40-44
5932,5932,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:08:02,F18-24
5939,5939,2013-06-30,Triathlon Victoriaville,Triathlon Sprint,01:23:45,M40-49
5942,5942,2014-06-15,Tour du Lac Brome,20 km route,01:40:05,M40-49
5949,5949,2012-05-27,Ottawa Race Weekend,Marathon,03:46:55,M19-
5951,5951,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:23:01,M25-29
5965,5965,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:41:11,M50-54
5978,5978,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:23:49,F30-39
5982,5982,2014-04-27,Banque Scotia 21km et 5km,21 km,01:37:35,F35-39
5983,5983,2012-09-23,Marathon Oasis de Montreal,Marathon,04:18:49,F35-39
5991,5991,2016-06-05,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint AG Coupe du Québec,01:06:36,M25-29
5994,5994,2012-10-14,Classique Du Parc La Fontaine,10 KM,00:54:51,M40-49
6004,6004,2014-07-13,Defi des Dames de Coeur Desjardins,10 km Oasis,00:40:32,F40-49
6007,6007,2012-09-23,Marathon Oasis de Montreal,Marathon,03:30:30,M45-49
6008,6008,2013-05-11,Course de la Fondation hopital Saint Jerome,Demi-Marathon,01:48:33,M40-49
6022,6022,2013-09-08,Demi-marathon Granby,21km Course,01:59:46,M30-39
6027,6027,2013-09-22,Army Run - Course de l'armee,Half Marathon - Demi Marathon,01:53:44,F35-39
6040,6040,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:57:39,M50-54
6043,6043,2012-09-23,Marathon Oasis de Montreal,Marathon,03:25:52,M45-49
6047,6047,2012-09-23,Marathon Oasis de Montreal,Marathon,04:02:35,M30-34
6049,6049,2013-09-22,Marathon Oasis de Montreal,Marathon,03:54:58,M60-64
6052,6052,2013-06-09,Defi Deux-Montagnes,10km,00:44:44,M30-39
6053,6053,2013-09-08,Demi-marathon Granby,21km Course,01:43:56,M40-49
6055,6055,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,F30-34
6060,6060,2014-10-19,Classique Du Parc La Fontaine,10 km,00:43:45,M40-49
6063,6063,2012-06-02,Course des iles,5 km,00:29:40,F40-49
6064,6064,2012-06-23,Le Defi Beauceron,10 km,00:49:53,F30-39
6066,6066,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,02:42:40,F60-69
6067,6067,2012-11-04,Oka Road Race,Demi-Marathon,01:59:03,F40-49
6068,6068,2012-10-07,Demi marathon des couleurs de Becancour,Demi Marathon,01:56:14,M50-59
6080,6080,2013-08-11,Triathlon Trimemphre de Magog,Triathlon Olympique,03:04:36,M35-39
6087,6087,2012-09-23,Marathon Oasis de Montreal,Marathon,03:14:33,M35-39
6101,6101,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:33:12,M55-59
6103,6103,2012-06-02,Course des iles,21 km,01:54:39,F40-49
6105,6105,2013-05-25,Ottawa Race Weekend,HTG Sports 5K,00:39:29,M30-34
6118,6118,2013-06-15,Tour du Lac Brome,22.2 Km Chemin de Campagne,02:15:23,M50-59
6125,6125,2013-03-24,Around the Bay Road Races,30 km,02:26:55,M55-59
6128,6128,2013-08-18,Ironman 70.3 Timberman,Overall Results,05:31:42,M40-44
6130,6130,2013-10-26,Course 10km Apocalypse/ Course des Citrouilles,10km Course,00:40:08,M25-29
6133,6133,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F35-39
6147,6147,2014-10-05,Coupe Dix30,10 km,00:32:55,M40-49
6148,6148,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M55-59
6151,6151,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M45-49
6155,6155,2014-09-06,Triathlon Esprit de Montreal,Duathlon Olympique,02:35:21,M40-44
6170,6170,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:45:16,M55-59
6183,6183,2012-03-25,Course et marche populaires de LaSalle,5 KM,00:27:37,F40-49
6188,6188,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,02:22:50,F50-59
6193,6193,2015-06-21,Ironman 70.3 Syracuse,Overall,04:38:45,M45-49
6207,6207,2012-11-04,Oka Road Race,Demi-Marathon,02:00:23,M40-49
6214,6214,2013-09-07,Triathlon Esprit de Montreal,Triathlon Olympique,02:23:25,M35-39
6221,6221,2012-04-29,Banque Scotia 21km et 5km,"21,1 km",01:45:51,M50-54
6223,6223,2012-06-17,Tour du Lac Brome,10 Km Route,00:52:13,M40-49
6227,6227,2013-05-25,Ottawa Race Weekend,HTG Sports 5K,00:25:56,F30-34
6228,6228,2016-05-22,Courses Thematiques Marathon SSQ de Longueuil,Marathon,03:52:59,M30-39
6233,6233,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:37:02,M30-39
6240,6240,2014-08-24,Marathon SSQ Lévis-Québec,Demi-Marathon,-1,F30-39
6242,6242,2013-06-16,Tour du Lac Brome,20 Km Route,01:24:06,M30-39
6247,6247,2014-05-04,Demi Marathon International Oasis de Levis,Demi-marathon,01:37:06,F30-39
6249,6249,2013-02-17,Défi Hivernal Ile Bizard,5 KM,00:24:04,F20-29
6252,6252,2013-09-22,Marathon Oasis de Montreal,Marathon,05:23:05,M50-54
6255,6255,2013-08-03,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23 km,01:51:42,M50-59
6260,6260,2014-08-10,Granfondo Garneau-Cascades,GRAN FONDO,04:42:31,F40-49
6262,6262,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,02:16:02,M30-39
6271,6271,2014-10-19,Scotiabank Toronto Waterfront Marathon,Marathon,03:43:42,F30-34
6284,6284,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:52:28,M40-44
6287,6287,2013-06-16,Tour du Lac Brome,20 Km Route,01:43:39,M60-69
6294,6294,2012-07-22,Coupe Dix30 2012,5 km,00:32:12,M30-39
6302,6302,2012-09-23,Marathon Oasis de Montreal,Marathon,-1,M55-59
6308,6308,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M50-54
6310,6310,2013-11-02,Heather Saaltink Memorial Run,10K Run,00:50:51,F 50-59
6331,6331,2013-06-16,La Foulee des Parcs,10 km,00:41:26,M40-49
6334,6334,2013-05-19,Duathlon Sorel-Tracy,Competitif,01:47:52,M50-59
6339,6339,2012-09-23,Marathon Oasis de Montreal,10 km,01:00:06,F40-44
6340,6340,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:44:16,M40-44
6352,6352,2013-02-17,Winterman Marathon and Marathon Relays,Half Marathon,02:02:22,F35-39
6373,6373,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:41:14,M50-54
6377,6377,2013-02-24,Morin-Heights Viking Loppet,Jan Nordstrom 10km Classique,01:04:04,M40-49
6379,6379,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M45-49
6382,6382,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,01:47:39,M30-39
6391,6391,2012-05-20,Le Tour de la Pointe,10 km,00:53:43,F30-39
6392,6392,2014-08-02,National Capital Triathlon Duathlon and Relays,Sprint Triathlon,01:27:04,F20-24
6393,6393,2013-09-22,Marathon Oasis de Montreal,Marathon,05:31:54,M35-39
6401,6401,2012-09-23,Marathon Oasis de Montreal,Marathon,04:09:29,M40-44
6406,6406,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,-1,M18-24
6415,6415,2014-07-27,Triathlon Charlevoix,Mini Triathlon,01:04:49,FEMALE
6417,6417,2013-04-28,Banque Scotia 21km et 5km,5 km,00:19:21,M25-29
6419,6419,2013-05-25,Ottawa Race Weekend,Ottawa 2K,00:14:04,M40-44
6423,6423,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:43:34,M50-54
6427,6427,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M55-59
6430,6430,2014-07-20,Triathlon Trimemphre de Magog,Triathlon Longue Distance,04:57:49,M25-29
6434,6434,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M60-64
6440,6440,2014-08-13,Le 5km Endurance,5 KM,00:21:46,M30-39
6442,6442,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,02:27:35,F40-49
6445,6445,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
6455,6455,2012-09-23,Marathon Oasis de Montreal,Marathon,04:47:26,F45-49
6459,6459,2012-06-09,Barrhaven Run for Roger's House,10k,00:44:16,M30-39
6466,6466,2014-10-05,Coupe Dix30,21 km,01:22:56,M40-49
6483,6483,2014-04-27,Banque Scotia 21km et 5km,21 km,01:53:54,M35-39
6490,6490,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:50:55,M25-29
6493,6493,2013-03-03,Chilly Half Marathon & Frosty 5km,Half Marathon Run,01:54:53,M40-44
6495,6495,2013-09-22,Marathon Oasis de Montreal,Marathon,03:08:46,M45-49
6499,6499,2012-06-10,La Grande Viree des Sentiers St-Bruno,10 km,00:58:38,M-JUN
6500,6500,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,04:12:58,M40-49
6508,6508,2013-09-22,Marathon Oasis de Montreal,Marathon,04:09:44,F30-34
6514,6514,2013-09-22,Marathon Oasis de Montreal,Marathon,04:42:00,F55-59
6516,6516,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:16:54,F25-29
